mag_id	completeness	contamination	contigs	total_length	gc	n50	sample_accession	run_accession	country	project_accession	study_accession	database_origin	reference	rep_95id	rep_99id	taxonomy	species	food_name	sample_name	origin	ingredient_group	main_ingredient	food_type	consistency	alcohol_level	acid_type	fermentation_temperature	aging_time
YuY_2022__SRR16950700__bin.21	68.31	0.55	148	1254659	45.1	10531	SAMN23133464	SRR16950700	China	PRJNA780248	SRP346193	NCBI	Yu Y, Li L, Xu Y, Li H, Yu Y, Xu Z. Metagenomics Reveals the Microbial Community Responsible for Producing Biogenic Amines During Mustard [Brassica juncea (L.)] Fermentation. Front Microbiol. 2022 Apr 29;13:824644. doi: 10.3389/fmicb.2022.824644.	GCF_004771075.1_ASM477107v1_genomic	YuY_2022__SRR16950700__bin.21	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Weissella	Weissella confusa	mustard leaf	mustard_leaf	Plant	Botanical	mustard plant	pickled vegetables	solid	none	lactic	mesophilic	1 day - 3 months
YuY_2022__SRR16950700__bin.23	94.14	3.41	270	1980281	38.5	9723	SAMN23133464	SRR16950700	China	PRJNA780248	SRP346193	NCBI	Yu Y, Li L, Xu Y, Li H, Yu Y, Xu Z. Metagenomics Reveals the Microbial Community Responsible for Producing Biogenic Amines During Mustard [Brassica juncea (L.)] Fermentation. Front Microbiol. 2022 Apr 29;13:824644. doi: 10.3389/fmicb.2022.824644.	YuY_2022__SRR16950700__bin.23	YuY_2022__SRR16950700__bin.23	Bacillota;Bacilli;Bacillales;Bacillaceae_H;Priestia	Priestia megaterium	mustard leaf	mustard_leaf	Plant	Botanical	mustard plant	pickled vegetables	solid	none	lactic	mesophilic	1 day - 3 months
YuY_2022__SRR16950700__bin.25	55.9	0.09	505	2116983	37.91	4698	SAMN23133464	SRR16950700	China	PRJNA780248	SRP346193	NCBI	Yu Y, Li L, Xu Y, Li H, Yu Y, Xu Z. Metagenomics Reveals the Microbial Community Responsible for Producing Biogenic Amines During Mustard [Brassica juncea (L.)] Fermentation. Front Microbiol. 2022 Apr 29;13:824644. doi: 10.3389/fmicb.2022.824644.	YuY_2022__SRR16950700__bin.25	YuY_2022__SRR16950700__bin.25	Bacillota;Bacilli;Bacillales;Bacillaceae_H;Priestia	Priestia flexa	mustard leaf	mustard_leaf	Plant	Botanical	mustard plant	pickled vegetables	solid	none	lactic	mesophilic	1 day - 3 months
YuY_2022__SRR16950700__bin.3	51.55	1.37	84	1513071	45.42	27086	SAMN23133464	SRR16950700	China	PRJNA780248	SRP346193	NCBI	Yu Y, Li L, Xu Y, Li H, Yu Y, Xu Z. Metagenomics Reveals the Microbial Community Responsible for Producing Biogenic Amines During Mustard [Brassica juncea (L.)] Fermentation. Front Microbiol. 2022 Apr 29;13:824644. doi: 10.3389/fmicb.2022.824644.	FalardeauJ_2023__SRR20811279__bin.3	FalardeauJ_2023__SRR20811279__bin.3	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus	Lactiplantibacillus plantarum	mustard leaf	mustard_leaf	Plant	Botanical	mustard plant	pickled vegetables	solid	none	lactic	mesophilic	1 day - 3 months
YuY_2022__SRR16950700__bin.5	87.13	0.01	25	3622219	43.89	239982	SAMN23133464	SRR16950700	China	PRJNA780248	SRP346193	NCBI	Yu Y, Li L, Xu Y, Li H, Yu Y, Xu Z. Metagenomics Reveals the Microbial Community Responsible for Producing Biogenic Amines During Mustard [Brassica juncea (L.)] Fermentation. Front Microbiol. 2022 Apr 29;13:824644. doi: 10.3389/fmicb.2022.824644.	MotaGutierrezJ_2021__SRR11602153__bin.4	YuY_2022__SRR16950700__bin.5	Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus	Bacillus subtilis	mustard leaf	mustard_leaf	Plant	Botanical	mustard plant	pickled vegetables	solid	none	lactic	mesophilic	1 day - 3 months
YuY_2022__SRR16950701__bin.10	81.35	0.2	114	1663973	39.83	22194	SAMN23133463	SRR16950701	China	PRJNA780248	SRP346193	NCBI	Yu Y, Li L, Xu Y, Li H, Yu Y, Xu Z. Metagenomics Reveals the Microbial Community Responsible for Producing Biogenic Amines During Mustard [Brassica juncea (L.)] Fermentation. Front Microbiol. 2022 Apr 29;13:824644. doi: 10.3389/fmicb.2022.824644.	YuY_2022__SRR16950700__bin.19	YuY_2022__SRR16950700__bin.19	Bacillota;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus	Aerococcus urinaeequi	mustard leaf	mustard_leaf	Plant	Botanical	mustard plant	pickled vegetables	solid	none	lactic	mesophilic	1 day - 3 months
YuY_2022__SRR16950701__bin.24	53.04	1.18	74	1135486	45.01	28526	SAMN23133463	SRR16950701	China	PRJNA780248	SRP346193	NCBI	Yu Y, Li L, Xu Y, Li H, Yu Y, Xu Z. Metagenomics Reveals the Microbial Community Responsible for Producing Biogenic Amines During Mustard [Brassica juncea (L.)] Fermentation. Front Microbiol. 2022 Apr 29;13:824644. doi: 10.3389/fmicb.2022.824644.	LeechJ_2020__ERS3967691__bin.13	YuY_2022__SRR16950696__bin.17	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Weissella	Weissella cibaria	mustard leaf	mustard_leaf	Plant	Botanical	mustard plant	pickled vegetables	solid	none	lactic	mesophilic	1 day - 3 months
YuY_2022__SRR16950701__bin.28	64.84	1.01	151	1235484	45.26	11063	SAMN23133463	SRR16950701	China	PRJNA780248	SRP346193	NCBI	Yu Y, Li L, Xu Y, Li H, Yu Y, Xu Z. Metagenomics Reveals the Microbial Community Responsible for Producing Biogenic Amines During Mustard [Brassica juncea (L.)] Fermentation. Front Microbiol. 2022 Apr 29;13:824644. doi: 10.3389/fmicb.2022.824644.	GCF_004771075.1_ASM477107v1_genomic	YuY_2022__SRR16950700__bin.21	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Weissella	Weissella confusa	mustard leaf	mustard_leaf	Plant	Botanical	mustard plant	pickled vegetables	solid	none	lactic	mesophilic	1 day - 3 months
YuY_2022__SRR16950701__bin.3	54.02	0.63	418	1999123	38.11	5494	SAMN23133463	SRR16950701	China	PRJNA780248	SRP346193	NCBI	Yu Y, Li L, Xu Y, Li H, Yu Y, Xu Z. Metagenomics Reveals the Microbial Community Responsible for Producing Biogenic Amines During Mustard [Brassica juncea (L.)] Fermentation. Front Microbiol. 2022 Apr 29;13:824644. doi: 10.3389/fmicb.2022.824644.	YuY_2022__SRR16950700__bin.25	YuY_2022__SRR16950700__bin.25	Bacillota;Bacilli;Bacillales;Bacillaceae_H;Priestia	Priestia flexa	mustard leaf	mustard_leaf	Plant	Botanical	mustard plant	pickled vegetables	solid	none	lactic	mesophilic	1 day - 3 months
YuY_2022__SRR16950701__bin.9	65.63	1.81	333	2349882	38.51	8949	SAMN23133463	SRR16950701	China	PRJNA780248	SRP346193	NCBI	Yu Y, Li L, Xu Y, Li H, Yu Y, Xu Z. Metagenomics Reveals the Microbial Community Responsible for Producing Biogenic Amines During Mustard [Brassica juncea (L.)] Fermentation. Front Microbiol. 2022 Apr 29;13:824644. doi: 10.3389/fmicb.2022.824644.	YuY_2022__SRR16950700__bin.23	YuY_2022__SRR16950701__bin.9	Bacillota;Bacilli;Bacillales;Bacillaceae_H;Priestia	Priestia megaterium	mustard leaf	mustard_leaf	Plant	Botanical	mustard plant	pickled vegetables	solid	none	lactic	mesophilic	1 day - 3 months
YuY_2022__SRR16950702__bin.15	71.05	0.49	264	2547326	41.61	13162	SAMN23133462	SRR16950702	China	PRJNA780248	SRP346193	NCBI	Yu Y, Li L, Xu Y, Li H, Yu Y, Xu Z. Metagenomics Reveals the Microbial Community Responsible for Producing Biogenic Amines During Mustard [Brassica juncea (L.)] Fermentation. Front Microbiol. 2022 Apr 29;13:824644. doi: 10.3389/fmicb.2022.824644.	YuY_2022__SRR16950702__bin.15	YuY_2022__SRR16950702__bin.15	Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus	Bacillus altitudinis	mustard leaf	mustard_leaf	Plant	Botanical	mustard plant	pickled vegetables	solid	none	lactic	mesophilic	1 day - 3 months
YuY_2022__SRR16950702__bin.24	53.22	0.04	11	2020712	44.24	488141	SAMN23133462	SRR16950702	China	PRJNA780248	SRP346193	NCBI	Yu Y, Li L, Xu Y, Li H, Yu Y, Xu Z. Metagenomics Reveals the Microbial Community Responsible for Producing Biogenic Amines During Mustard [Brassica juncea (L.)] Fermentation. Front Microbiol. 2022 Apr 29;13:824644. doi: 10.3389/fmicb.2022.824644.	MotaGutierrezJ_2021__SRR11602153__bin.4	YuY_2022__SRR16950700__bin.5	Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus	Bacillus subtilis	mustard leaf	mustard_leaf	Plant	Botanical	mustard plant	pickled vegetables	solid	none	lactic	mesophilic	1 day - 3 months
YuY_2022__SRR16950702__bin.26	55.74	1.68	323	2315876	38.53	9331	SAMN23133462	SRR16950702	China	PRJNA780248	SRP346193	NCBI	Yu Y, Li L, Xu Y, Li H, Yu Y, Xu Z. Metagenomics Reveals the Microbial Community Responsible for Producing Biogenic Amines During Mustard [Brassica juncea (L.)] Fermentation. Front Microbiol. 2022 Apr 29;13:824644. doi: 10.3389/fmicb.2022.824644.	YuY_2022__SRR16950700__bin.23	YuY_2022__SRR16950702__bin.26	Bacillota;Bacilli;Bacillales;Bacillaceae_H;Priestia	Priestia megaterium	mustard leaf	mustard_leaf	Plant	Botanical	mustard plant	pickled vegetables	solid	none	lactic	mesophilic	1 day - 3 months
YuY_2022__SRR16950702__bin.27	52.98	0.07	98	2042842	38.21	38834	SAMN23133462	SRR16950702	China	PRJNA780248	SRP346193	NCBI	Yu Y, Li L, Xu Y, Li H, Yu Y, Xu Z. Metagenomics Reveals the Microbial Community Responsible for Producing Biogenic Amines During Mustard [Brassica juncea (L.)] Fermentation. Front Microbiol. 2022 Apr 29;13:824644. doi: 10.3389/fmicb.2022.824644.	YuY_2022__SRR16950700__bin.25	YuY_2022__SRR16950700__bin.25	Bacillota;Bacilli;Bacillales;Bacillaceae_H;Priestia	Priestia flexa	mustard leaf	mustard_leaf	Plant	Botanical	mustard plant	pickled vegetables	solid	none	lactic	mesophilic	1 day - 3 months
YuY_2022__SRR16950702__bin.30	80.74	1.2	176	1515938	38.98	11499	SAMN23133462	SRR16950702	China	PRJNA780248	SRP346193	NCBI	Yu Y, Li L, Xu Y, Li H, Yu Y, Xu Z. Metagenomics Reveals the Microbial Community Responsible for Producing Biogenic Amines During Mustard [Brassica juncea (L.)] Fermentation. Front Microbiol. 2022 Apr 29;13:824644. doi: 10.3389/fmicb.2022.824644.	FontanaF_2023__SRR20746838__bin.11	YuY_2022__SRR16950704__bin.11	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus	Lactococcus garvieae	mustard leaf	mustard_leaf	Plant	Botanical	mustard plant	pickled vegetables	solid	none	lactic	mesophilic	1 day - 3 months
YuY_2022__SRR16950703__bin.21	83.99	0.18	145	1632406	38.94	17822	SAMN23133461	SRR16950703	China	PRJNA780248	SRP346193	NCBI	Yu Y, Li L, Xu Y, Li H, Yu Y, Xu Z. Metagenomics Reveals the Microbial Community Responsible for Producing Biogenic Amines During Mustard [Brassica juncea (L.)] Fermentation. Front Microbiol. 2022 Apr 29;13:824644. doi: 10.3389/fmicb.2022.824644.	FontanaF_2023__SRR20746838__bin.11	YuY_2022__SRR16950704__bin.11	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus	Lactococcus garvieae	mustard leaf	mustard_leaf	Plant	Botanical	mustard plant	pickled vegetables	solid	none	lactic	mesophilic	1 day - 3 months
YuY_2022__SRR16950703__bin.3	59.74	3.56	298	2091459	38.5	8705	SAMN23133461	SRR16950703	China	PRJNA780248	SRP346193	NCBI	Yu Y, Li L, Xu Y, Li H, Yu Y, Xu Z. Metagenomics Reveals the Microbial Community Responsible for Producing Biogenic Amines During Mustard [Brassica juncea (L.)] Fermentation. Front Microbiol. 2022 Apr 29;13:824644. doi: 10.3389/fmicb.2022.824644.	YuY_2022__SRR16950700__bin.23	YuY_2022__SRR16950703__bin.3	Bacillota;Bacilli;Bacillales;Bacillaceae_H;Priestia	Priestia megaterium	mustard leaf	mustard_leaf	Plant	Botanical	mustard plant	pickled vegetables	solid	none	lactic	mesophilic	1 day - 3 months
YuY_2022__SRR16950704__bin.11	87.79	0.51	125	1792057	38.75	21797	SAMN23133460	SRR16950704	China	PRJNA780248	SRP346193	NCBI	Yu Y, Li L, Xu Y, Li H, Yu Y, Xu Z. Metagenomics Reveals the Microbial Community Responsible for Producing Biogenic Amines During Mustard [Brassica juncea (L.)] Fermentation. Front Microbiol. 2022 Apr 29;13:824644. doi: 10.3389/fmicb.2022.824644.	FontanaF_2023__SRR20746838__bin.11	YuY_2022__SRR16950704__bin.11	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus	Lactococcus garvieae	mustard leaf	mustard_leaf	Plant	Botanical	mustard plant	pickled vegetables	solid	none	lactic	mesophilic	1 day - 3 months
YuY_2022__SRR16950704__bin.19	74.7	0.12	12	2876084	44.23	506089	SAMN23133460	SRR16950704	China	PRJNA780248	SRP346193	NCBI	Yu Y, Li L, Xu Y, Li H, Yu Y, Xu Z. Metagenomics Reveals the Microbial Community Responsible for Producing Biogenic Amines During Mustard [Brassica juncea (L.)] Fermentation. Front Microbiol. 2022 Apr 29;13:824644. doi: 10.3389/fmicb.2022.824644.	MotaGutierrezJ_2021__SRR11602153__bin.4	YuY_2022__SRR16950700__bin.5	Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus	Bacillus subtilis	mustard leaf	mustard_leaf	Plant	Botanical	mustard plant	pickled vegetables	solid	none	lactic	mesophilic	1 day - 3 months
YuY_2022__SRR16950704__bin.23	60.55	1.51	301	2210776	38.47	9807	SAMN23133460	SRR16950704	China	PRJNA780248	SRP346193	NCBI	Yu Y, Li L, Xu Y, Li H, Yu Y, Xu Z. Metagenomics Reveals the Microbial Community Responsible for Producing Biogenic Amines During Mustard [Brassica juncea (L.)] Fermentation. Front Microbiol. 2022 Apr 29;13:824644. doi: 10.3389/fmicb.2022.824644.	YuY_2022__SRR16950700__bin.23	YuY_2022__SRR16950704__bin.23	Bacillota;Bacilli;Bacillales;Bacillaceae_H;Priestia	Priestia megaterium	mustard leaf	mustard_leaf	Plant	Botanical	mustard plant	pickled vegetables	solid	none	lactic	mesophilic	1 day - 3 months
GCF_003999355.1_ASM399935v1_genomic	99.03	0.97	2	1601193	38.27	1400795	GCF_003999355.1	GCF_003999355.1	NA	Refseq	Refseq	NCBI	MiFoDB, a workflow for microbial food metagenomic characterization, enables high-resolution analysis of fermented food microbial dynamics Elisa B. Caffrey, Matthew R. Olm, Caroline Isabel Kothe, Joshua Evans, Justin L. Sonnenburg bioRxiv 2024.03.29.587370; doi: https://doi.org/10.1101/2024.03.29.587370	LeechJ_xxxx__AF41__bin.4	LeechJ_xxxx__AF41__bin.4	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus	Lactobacillus amylolyticus	tofu whey	naturally_fermented_tofu_whey	Plant	Legumes	soybean	soybean liquid	liquid	unknown	unknown	unknown	unknown
Nixt_bin.1	99.08	0.7	170	2339916	31.93	27867	SAMN33725226	SRR23816542	Denmark	PRJNA943417	SRP426743	NCBI	Kothe CI, Carøe C, Mazel F, Zilber D, Cruz-Morales P, Mohellibi N, Evans JD. Novel misos shape distinct microbial ecologies: opportunities for flavourful sustainable food innovation. Food Res Int. 2024 Aug;189:114490. doi: 10.1016/j.foodres.2024.114490.	AlvarezOrdonezA_xxxx__Q06-25__bin.5	Nixt_bin.1	Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus	Staphylococcus epidermidis	miso yellow pea	nixtamalized_yellow_pea_miso	Plant	Legumes	yellow pea	other bean paste	semi-solid	none	lactic	mesophilic	1-3 months
Nixt_bin.2	99.34	0	75	2606991	48.05	56867	SAMN33725226	SRR23816542	Denmark	PRJNA943417	SRP426743	NCBI	Kothe CI, Carøe C, Mazel F, Zilber D, Cruz-Morales P, Mohellibi N, Evans JD. Novel misos shape distinct microbial ecologies: opportunities for flavourful sustainable food innovation. Food Res Int. 2024 Aug;189:114490. doi: 10.1016/j.foodres.2024.114490.	Nixt_bin.2	Nixt_bin.2	Bacillota;Bacilli;Exiguobacteriales;Exiguobacteriaceae;Exiguobacterium	Exiguobacterium sp902362975	miso yellow pea	nixtamalized_yellow_pea_miso	Plant	Legumes	yellow pea	other bean paste	semi-solid	none	lactic	mesophilic	1-3 months
GCF_001434135.1_ASM143413v1_genomic	99.25	0.21	93	2997015	41.74	83891	GCF_001434135.1	GCF_001434135.1	NA	Refseq	Refseq	NCBI	MiFoDB, a workflow for microbial food metagenomic characterization, enables high-resolution analysis of fermented food microbial dynamics Elisa B. Caffrey, Matthew R. Olm, Caroline Isabel Kothe, Joshua Evans, Justin L. Sonnenburg bioRxiv 2024.03.29.587370; doi: https://doi.org/10.1101/2024.03.29.587370	GCF_001434135.1_ASM143413v1_genomic	GCF_001434135.1_ASM143413v1_genomic	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lentilactobacillus	Lentilactobacillus kisonensis	sunki	nonsalted_pickle_solution_used_in_production_of_sunki	Plant	Roots_Tubers	turnip	pickled vegetables	liquid	none	lactic	mesophilic	1-4 weeks
GCF_001434145.1_ASM143414v1_genomic	99.06	0	16	2344693	42.39	313629	GCF_001434145.1	GCF_001434145.1	NA	Refseq	Refseq	NCBI	MiFoDB, a workflow for microbial food metagenomic characterization, enables high-resolution analysis of fermented food microbial dynamics Elisa B. Caffrey, Matthew R. Olm, Caroline Isabel Kothe, Joshua Evans, Justin L. Sonnenburg bioRxiv 2024.03.29.587370; doi: https://doi.org/10.1101/2024.03.29.587370	GCF_001434145.1_ASM143414v1_genomic	GCF_001434145.1_ASM143414v1_genomic	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lentilactobacillus	Lentilactobacillus otakiensis	sunki	nonsalted_pickle_solution_used_in_production_of_sunki	Plant	Roots_Tubers	turnip	pickled vegetables	liquid	none	lactic	mesophilic	1-4 weeks
LeechJ_xxxx__AF22__bin.5	94.92583919	0.546448087	107	1546169	53.14	22896	SAMN39472441	SRR27593228	Nigeria	PRJNA1052643	SRP484221	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	FontanaF_2023__SRR20746839__bin.4	LeechJ_xxxx__AF22__bin.5	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus	Limosilactobacillus fermentum	nono	nono	Animal	Dairy	milk	beverage	liquid	none	lactic	mesophilic	1-2 days
LeechJ_xxxx__AF22__bin.3	79.74295982	0.754483612	315	1485144	36.69	6042	SAMN39472441	SRR27593228	Nigeria	PRJNA1052643	SRP484221	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	FontanaF_2023__SRR20746979__bin.3	LeechJ_xxxx__AF22__bin.3	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus	Lactobacillus helveticus	nono	nono	Animal	Dairy	milk	beverage	liquid	none	lactic	mesophilic	1-2 days
LeechJ_xxxx__AF22__bin.1	85.93565525	0.789551358	244	1236979	51.48	6225	SAMN39472441	SRR27593228	Nigeria	PRJNA1052643	SRP484221	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	GCF_006740305.1_ASM674030v1_genomic	LeechJ_xxxx__AF22__bin.1	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus	Lactobacillus delbrueckii	nono	nono	Animal	Dairy	milk	beverage	liquid	none	lactic	mesophilic	1-2 days
LeechJ_xxxx__AF34__bin.2	98.48484848	1.704545455	201	2453409	34.88	23955	SAMN39472453	SRR27593215	Nigeria	PRJNA1052643	SRP484221	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	MAG_501	LeechJ_xxxx__AF34__bin.2	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus	Lactococcus lactis	nono	nono	Animal	Dairy	milk	beverage	liquid	none	lactic	mesophilic	1-2 days
LeechJ_xxxx__AF34__bin.1	94.14592516	2.34082397	218	1621572	37.55	9912	SAMN39472453	SRR27593215	Nigeria	PRJNA1052643	SRP484221	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	WalshAM_2017__ERS1739834__bin.1	LeechJ_xxxx__AF34__bin.1	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus	Streptococcus infantarius	nono	nono	Animal	Dairy	milk	beverage	liquid	none	lactic	mesophilic	1-2 days
LeechJ_xxxx__AF34__bin.8	71.55172414	0	939	3645259	58.49	4416	SAMN39472453	SRR27593215	Nigeria	PRJNA1052643	SRP484221	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	MAG_19	LeechJ_xxxx__AF34__bin.8	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella	Klebsiella pneumoniae	nono	nono	Animal	Dairy	milk	beverage	liquid	none	lactic	mesophilic	1-2 days
LeechJ_xxxx__AF34__bin.5	85.99192759	2.490660025	592	2628032	39.85	5205	SAMN39472453	SRR27593215	Nigeria	PRJNA1052643	SRP484221	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	MAG_312	LeechJ_xxxx__AF34__bin.5	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	Acinetobacter baumannii	nono	nono	Animal	Dairy	milk	beverage	liquid	none	lactic	mesophilic	1-2 days
LeechJ_xxxx__AF93__bin.1	96.52734456	0.887918486	113	1724251	38.79	23469	SAMN39472510	SRR27593181	Nigeria	PRJNA1052643	SRP484221	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	Wy2_bin.circ.1	LeechJ_xxxx__AF93__bin.1	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus	Streptococcus thermophilus	nono	nono	Animal	Dairy	milk	beverage	liquid	none	lactic	mesophilic	1-2 days
