representative_95id,domain,phylum,class,order,family,genus,species
LeechJ_xxxx__AF83__bin.9,Bacteria,Bacillota,Bacilli,Staphylococcales,Salinicoccaceae,Nosocomiicoccus,Nosocomiicoccus stercorigallinarum
LeechJ_xxxx__AF84__bin.10,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas_A,Xanthomonas A translucens
LeechJ_xxxx__AF84__bin.19,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc_B,Leuconostoc B fallax
LeechJ_xxxx__AF84__bin.30,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Lelliottia,Lelliottia amnigena
LeechJ_xxxx__AF89__bin.7,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter vonholyi
LeechJ_xxxx__AF94__bin.2,Bacteria,Bacillota,Clostridia,Clostridiales,Clostridiaceae,Sarcina,Sarcina perfringens
LiZ_2018__SRS2920550__bin.1,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Aeromicrobium,Aeromicrobium camelliae
LiZ_2018__SRS2920550__bin.21,Bacteria,Bacillota,Bacilli,Bacillales_B,Caldibacillaceae,Caldifermentibacillus,
LiZ_2018__SRS2920550__bin.22,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Jejubacter,
LiZ_2018__SRS2920550__bin.32,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,
LiZ_2018__SRS2920550__bin.7,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Microbacterium,
LiZ_2018__SRS2920550__bin.9,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Alcaligenes,Alcaligenes sp023425645
LiZ_2018__SRS2920551__bin.1,Bacteria,Bacillota,Bacilli,Bacillales_B,Bacillaceae_C,Weizmannia,Weizmannia coagulans
LiZ_2018__SRS2920551__bin.15,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium thermophilum
LiZ_2018__SRS2920551__bin.17,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Brevibacteriaceae,Brevibacterium,
LiZ_2018__SRS2920551__bin.18,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Microbacterium,
LiZ_2018__SRS2920551__bin.19,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus kloosii
LiZ_2018__SRS2920551__bin.21,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Achromobacter,Achromobacter sp001270295
LiZ_2018__SRS2920551__bin.24,Bacteria,Bacillota,Bacilli,Bacillales_K,Sporolactobacillaceae,,
LiZ_2018__SRS2920554__bin.7,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas E fluorescens AN
LiZ_2019__SRS3379157__bin.3,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter mori
LiZ_2019__SRS3379169__bin.2,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus suantsaii
LimaC_2020__SRR9640346__bin.27,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Tatumella,Tatumella terrea
LimaC_2020__SRR9640350__bin.12,Bacteria,Bacillota,Bacilli,Bacillales_B,Bacillaceae_C,Weizmannia,Weizmannia ginsengihumi
LimaC_2020__SRR9640350__bin.18,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Liquorilactobacillus,Liquorilactobacillus vini
LimaC_2020__SRR9640352__bin.14,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas nasdae
LimaC_2020__SRR9640353__bin.23,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Tatumella,Tatumella citrea
LimaC_2020__SRR9640355__bin.24,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Tatumella,Tatumella saanichensis
LimaC_2020__SRR9640355__bin.26,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pantoea,Pantoea communis
LimaC_2020__SRR9640355__bin.30,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia marcescens
LimaC_2020__SRR9640356__bin.14,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,Acetobacter thailandicus
LimaC_2020__SRR9646966__bin.12,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Novacetimonas,Novacetimonas maltaceti
LopezSanchezR_2023__SRR13708567__bin.13,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp013417555
LopezSanchezR_2023__SRR13708567__bin.4,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus ferus
MAG_1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Variovorax,Variovorax sp900115375
MAG_100,Bacteria,Bacillota,Clostridia,Tissierellales,SIT17,Anaeromonas,Anaeromonas massiliensis A
MAG_107,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae_G,Bacillus_A,Bacillus A cereus
MAG_11,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Brochothrix,Brochothrix thermosphacta
MAG_112,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus nepalensis
MAG_116,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc pseudomesenteroides
MAG_131,Bacteria,Bacillota,Bacilli,Bacillales_B,Bacillaceae_C,Heyndrickxia,Heyndrickxia oleronia
MAG_140,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Frateuria,
MAG_143,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidocella,
MAG_145,Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Oceanobacillus,
MAG_148,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Komagataeibacter,
MAG_15,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,Acetobacter fabarum
MAG_159,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,Halomonas halodenitrificans
MAG_16,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas hengshuiensis A
MAG_160,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas sp001422455
MAG_161,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,Marinobacter,
MAG_176,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,
MAG_177,Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Paraliobacillus,
MAG_178,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus parauberis
MAG_18,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella_A,Moraxella A sp902506215
MAG_180,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus carnosus
MAG_183,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Leclercia,Leclercia adecarboxylata
MAG_184,Bacteria,Bacillota,Clostridia,Peptostreptococcales,Natronincolaceae,Alkaliphilus_B,Alkaliphilus B sp015978205
MAG_188,Bacteria,Bacillota,Clostridia,Tissierellales,Clostridiisalibacteraceae,Clostridiisalibacter,Clostridiisalibacter paucivorans
MAG_19,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
MAG_191,Bacteria,Bacillota,Bacilli,Lactobacillales,Vagococcaceae,Vagococcus,Vagococcus sp003462485
MAG_194,Bacteria,Bacillota,Bacilli,Bacillales_A,Planococcaceae,Rummeliibacillus,Rummeliibacillus stabekisii
MAG_196,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp039594835
MAG_197,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Ewingella,Ewingella sp040419245
MAG_2,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium sp002831585
MAG_200,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Tatumella,Tatumella punctata
MAG_24,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Loigolactobacillus,Loigolactobacillus bifermentans
MAG_3,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Micrococcaceae,Glutamicibacter,Glutamicibacter protophormiae
MAG_30,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus paralicheniformis
MAG_307,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium terrae
MAG_308,Bacteria,Deinococcota,Deinococci,Deinococcales,Thermaceae,Thermus,Thermus scotoductus
MAG_31,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Methyloversatilis,Methyloversatilis discipulorum A
MAG_312,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii
MAG_314,Bacteria,Bacillota,Bacilli,Bacillales,Anoxybacillaceae,Anoxybacillus,Anoxybacillus flavithermus G
MAG_323,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Micrococcaceae,Glutamicibacter,Glutamicibacter arilaitensis
MAG_329,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium cucumeris
MAG_33,Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Virgibacillus,Virgibacillus dokdonensis
MAG_331,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pectobacterium,Pectobacterium brasiliense
MAG_333,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas E parafulva
MAG_334,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,
MAG_34,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
MAG_35,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Vreelandella,
MAG_352,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus
MAG_354,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium adolescentis
MAG_356,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Komagataeibacter,Komagataeibacter medellinensis
MAG_366,Bacteria,Bacillota,Bacilli,Bacillales,Anoxybacillaceae,Anoxybacillus,
MAG_367,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia,
MAG_37,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,GBS-DC,LDYB01,LDYB01 sp001442985
MAG_371,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pelomonas,
MAG_372,Bacteria,Cyanobacteriota,Sericytochromatia,S15B-MN24,UBA4093,,
MAG_374,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,
MAG_377,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Dermabacteraceae,Brachybacterium,Brachybacterium alimentarium
MAG_406,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Idiomarina,
MAG_409,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,
MAG_426,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter freundii
MAG_427,Bacteria,Bacillota,Bacilli,Bacillales_A,Planococcaceae,Sporosarcina,
MAG_440,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Advenella,Advenella sp003533245
MAG_45,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus_D,Enterococcus D casseliflavus
MAG_452,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Pseudoalteromonas,
MAG_46,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus panis A
MAG_461,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Dermabacteraceae,Brachybacterium,
MAG_465,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Vreelandella,
MAG_482,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,
MAG_483,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Micrococcaceae,Yaniella,Yaniella flava
MAG_484,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,Marinobacter,Marinobacter piscensis
MAG_485,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium stationis
MAG_487,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium kalidii
MAG_488,Bacteria,Bacillota,Bacilli,Bacillales_B,Caldibacillaceae,Caldifermentibacillus,
MAG_489,Bacteria,Bacillota,Halanaerobiia,Halanaerobiales,Halanaerobiaceae,Halanaerobium,
MAG_490,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sonorensis
MAG_496,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,
MAG_500,Bacteria,Bacillota,Bacilli,Bacillales_B,Bacillaceae_C,Weizmannia,Weizmannia faecalis
MAG_501,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis
MAG_502,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium animalis
MAG_515,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus sunkii
MAG_519,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus zhaodongensis
MAG_52,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter_F,Lysobacter F thermophilus
MAG_520,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Yersinia,Yersinia enterocolitica
MAG_528,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus pantheris
MAG_529,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus tibetensis
MAG_531,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus cellicola
MAG_535,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus diolivorans
MAG_539,Bacteria,Bacillota,Bacilli,Thermoactinomycetales,DSM-45169,Kroppenstedtia,Kroppenstedtia eburnea
MAG_542,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Brucella,Brucella anthropi
MAG_546,Bacteria,Bacillota,Bacilli,Thermoactinomycetales,DSM-45169,Kroppenstedtia,Kroppenstedtia sp959600065
MAG_547,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,CAIOYC01,
MAG_549,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,
MAG_579,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Leclercia_A,Leclercia A pneumoniae
MAG_589,Bacteria,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,Atopostipes sp041223305
MAG_594,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Mammaliicoccus,Mammaliicoccus sciuri
MAG_595,Bacteria,Bacillota,Bacilli,Lactobacillales,Vagococcaceae,Vagococcus,
MAG_6,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella quasipneumoniae
MAG_608,Bacteria,Bacillota,Bacilli,Bacillales_B,Caldibacillaceae,Caldifermentibacillus,Caldifermentibacillus hisashii
MAG_611,Bacteria,Bacillota,Bacilli,Lactobacillales,Vagococcaceae,Vagococcus,
MAG_612,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus_I,Enterococcus I aquimarinus
MAG_619,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Brevibacteriaceae,Brevibacterium,Brevibacterium sp900169365
MAG_629,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,
MAG_630,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Alcaligenes,Alcaligenes aquatilis
MAG_632,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Pseudoalteromonas,
MAG_72,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Marinomonadaceae,Marinomonas,Marinomonas sp012726345
MAG_76,Bacteria,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Marinilactibacillus,Marinilactibacillus piezotolerans A
MAG_8,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Proteus,Proteus cibarius
MAG_82,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Cobetia,Cobetia amphilecti
MAG_90,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp030408135
MAG_98,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp017418975
MAG_S8,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kefiranofaciens
MASTER_WP4_CSIC_1__P2134_73322__bin.12,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Salegentibacter,
MASTER_WP4_CSIC_1__P2134_73322__bin.18,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Onishia,Onishia taeanensis A
MASTER_WP4_CSIC_1__P2134_73322__bin.19,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Palleronia,Palleronia sp947500825
MASTER_WP4_CSIC_1__P2134_73322__bin.2,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Vreelandella,
MASTER_WP4_CSIC_1__P2134_73322__bin.21,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,JAJYSO01,
MASTER_WP4_CSIC_1__P2134_73322__bin.24,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Vreelandella,Vreelandella jeotgali
MASTER_WP4_CSIC_1__P2134_73322__bin.26,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Salegentibacter,
MASTER_WP4_CSIC_1__P2134_73322__bin.7,Bacteria,Pseudomonadota,Gammaproteobacteria,Nevskiales,Salinisphaeraceae,Salinisphaera,
MASTER_WP4_CSIC_1__P2135_73322__bin.7,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter sp030454045
MASTER_WP4_CSIC_1__P2136_73322__bin.14,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Mesonia,Mesonia putida
MASTER_WP4_CSIC_1__P2136_73322__bin.21,Bacteria,Pseudomonadota,Alphaproteobacteria,Kiloniellales,DSM-21159,Fodinicurvata,
MASTER_WP4_CSIC_1__P2136_73322__bin.3,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Alcanivoracaceae,Alcanivorax,Alcanivorax sp000155615
MASTER_WP4_CSIC_1__P2137_73322__bin.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Devosiaceae,Pelagibacterium,Pelagibacterium nitratireducens
MASTER_WP4_CSIC_1__P2137_73322__bin.16,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Carideicomes,
MASTER_WP4_CSIC_1__P2137_73322__bin.2,Bacteria,Bacillota,Halanaerobiia,Halanaerobiales,Halanaerobiaceae,Halanaerobium,
MASTER_WP4_CSIC_1__P2137_73322__bin.20,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella thailandensis
MASTER_WP4_CSIC_1__P2137_73322__bin.21,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,
MASTER_WP4_CSIC_1__P2137_73322__bin.27,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Vreelandella,
MASTER_WP4_CSIC_1__P2137_73322__bin.3,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,
MASTER_WP4_CSIC_1__P2137_73322__bin.36,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,
MASTER_WP4_CSIC_1__P2137_73322__bin.38,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Mesonia,
MASTER_WP4_CSIC_1__P2137_73322__bin.39,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,
MASTER_WP4_CSIC_1__P2137_73322__bin.43,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tranquillimonas,Tranquillimonas rosea
MASTER_WP4_CSIC_1__P2137_73322__bin.45,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Brumimicrobium,
MASTER_WP4_CSIC_1__P2137_73322__bin.46,Bacteria,Pseudomonadota,Alphaproteobacteria,Kiloniellales,DSM-21159,Fodinicurvata,
MASTER_WP4_CSIC_1__P2137_73322__bin.60,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Salegentibacter,
MASTER_WP4_CSIC_1__P2137_73322__bin.66,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,UBA2632,
MASTER_WP4_CSIC_1__P2138_73322__bin.7,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Salinivibrio,Salinivibrio costicola
MASTER_WP4_CSIC_1__P2146_73322__bin.6,Bacteria,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium maltaromaticum
MASTER_WP4_CSIC_1__P2147_73322__bin.24,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Vreelandella,Vreelandella colorata
MASTER_WP4_CSIC_1__P2172_73322__bin.4,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Propionibacterium,
MASTER_WP4_CSIC_1__P2177_73322__bin.4,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus caprae
MASTER_WP4_CSIC_1__P2184_73322__bin.5,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas E sp012985465
MASTER_WP4_CSIC_1__P2224_73323__bin.3,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas E lactis
MASTER_WP4_CSIC_1__P2230_73323__bin.3,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus dysgalactiae
MASTER_WP4_CSIC_1__P2232_73323__bin.6,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,
MASTER_WP4_CSIC_1__P2235_73323__bin.20,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa
MASTER_WP4_CSIC_1__P2235_73323__bin.9,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis
MASTER_WP4_CSIC_1__P2237_73323__bin.8,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Idiomarina,
MASTER_WP4_CSIC_1__P2238_73323__bin.12,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Tetragenococcus,Tetragenococcus solitarius
MASTER_WP4_CSIC_1__P2239_73323__bin.20,Bacteria,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,
MASTER_WP4_CSIC_1__P2239_73323__bin.32,Bacteria,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,
MASTER_WP4_CSIC_1__P2247_73323__bin.3,Bacteria,Bacillota,Bacilli,Staphylococcales,Salinicoccaceae,Jeotgalicoccus,Jeotgalicoccus sp947631305
MASTER_WP4_CSIC_1__P2249_73323__bin.15,Bacteria,Bacillota,Bacilli,Lactobacillales,Vagococcaceae,Vagococcus,Vagococcus silagei
MASTER_WP4_CSIC_2__P2502__bin.5,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas E pergaminensis
MASTER_WP4_CSIC_2__P2517__bin.12,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Brooklawnia,Brooklawnia sp030286045
MASTER_WP4_CSIC_2__P2517__bin.13,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Gulosibacter,
MASTER_WP4_CSIC_2__P2517__bin.14,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Microbacterium,
MASTER_WP4_CSIC_2__P2517__bin.16,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Acidipropionibacterium,Acidipropionibacterium virtanenii
