Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,grain.base.bleached.wheat,grain.base.rye,grain.base.unbleached,grain.base.whole.wheat,host,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,sample.identifier.original,Sample Name,Seasnlty,SRA Study,temp
SRR10451185,AMPLICON,502,9164512,PRJNA589612,SAMN13285349,Metagenome or environmental,5914637,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145782,USA,North America,USA,0,0,0,1,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_485,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:58:00Z,1,485,S_485,9274,SRP230115,85
SRR10451186,AMPLICON,502,12359742,PRJNA589612,SAMN13285348,Metagenome or environmental,8135260,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145781,USA,North America,USA,0,1,0,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_483,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:59:00Z,1,483,S_483,4822,SRP230115,103
SRR10451187,AMPLICON,502,13356714,PRJNA589612,SAMN13285347,Metagenome or environmental,8371632,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145780,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_482,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:59:00Z,1,482,S_482,4822,SRP230115,103
SRR10451188,AMPLICON,502,15533888,PRJNA589612,SAMN13285346,Metagenome or environmental,9938709,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145779,USA,North America,USA,1,0,0,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_481,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:59:00Z,1,481,S_481,4822,SRP230115,103
SRR10451189,AMPLICON,502,12315566,PRJNA589612,SAMN13285345,Metagenome or environmental,7864532,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145778,Australia,Oceania,Australia,0,1,1,1,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_480,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:59:00Z,1,480,S_480,3668,SRP230115,176
SRR10451190,AMPLICON,502,17979632,PRJNA589612,SAMN13285344,Metagenome or environmental,12046966,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145777,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_48,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:59:00Z,1,48,S_48,9394,SRP230115,83
SRR10451191,AMPLICON,502,7905496,PRJNA589612,SAMN13285343,Metagenome or environmental,4962176,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145776,Australia,Oceania,Australia,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_479,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:59:00Z,1,479,S_479,5107,SRP230115,126
SRR10451192,AMPLICON,502,12094686,PRJNA589612,SAMN13285010,Metagenome or environmental,8154650,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145775,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_137,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:59:00Z,1,137,S_137,6966,SRP230115,73
SRR10451193,AMPLICON,502,14418444,PRJNA589612,SAMN13285342,Metagenome or environmental,9208045,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145774,Hungary,Europe,Hungary,0,1,0,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_478,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:59:00Z,1,478,S_478,7766,SRP230115,111
SRR10451194,AMPLICON,502,11130344,PRJNA589612,SAMN13285341,Metagenome or environmental,7644976,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145773,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_477,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:59:00Z,1,477,S_477,5240,SRP230115,159
SRR10451195,AMPLICON,502,9102264,PRJNA589612,SAMN13285340,Metagenome or environmental,6253850,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145772,United Kingdom,Europe,United Kingdom,0,0,0,1,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_476,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:59:00Z,1,476,S_476,4363,SRP230115,93
SRR10451196,AMPLICON,502,8301574,PRJNA589612,SAMN13285339,Metagenome or environmental,5548106,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145771,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_475,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:58:00Z,1,475,S_475,8698,SRP230115,120
SRR10451197,AMPLICON,502,9281478,PRJNA589612,SAMN13285338,Metagenome or environmental,5970228,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145770,USA,North America,USA,0,1,0,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_474,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:59:00Z,1,474,S_474,7126,SRP230115,190
SRR10451198,AMPLICON,502,9484286,PRJNA589612,SAMN13285337,Metagenome or environmental,6035555,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145769,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_473,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:59:00Z,1,473,S_473,5978,SRP230115,159
SRR10451199,AMPLICON,502,9255374,PRJNA589612,SAMN13285336,Metagenome or environmental,6233831,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145768,United Kingdom,Europe,United Kingdom,0,1,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_471,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:59:00Z,1,471,S_471,4918,SRP230115,108
SRR10451200,AMPLICON,502,11188074,PRJNA589612,SAMN13285335,Metagenome or environmental,7498032,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145767,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_470,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:59:00Z,1,470,S_470,2568,SRP230115,132
SRR10451201,AMPLICON,502,9686090,PRJNA589612,SAMN13285334,Metagenome or environmental,6539574,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145766,USA,North America,USA,0,0,1,1,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_469,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:59:00Z,1,469,S_469,8779,SRP230115,115
SRR10451202,AMPLICON,502,13332116,PRJNA589612,SAMN13285333,Metagenome or environmental,8711601,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145765,USA,North America,USA,0,0,1,1,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_468,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:59:00Z,1,468,S_468,2461,SRP230115,138
SRR10451203,AMPLICON,502,11528932,PRJNA589612,SAMN13285009,Metagenome or environmental,7757222,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145764,USA,North America,USA,1,1,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_136,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:59:00Z,1,136,S_136,8446,SRP230115,132
SRR10451204,AMPLICON,502,11390380,PRJNA589612,SAMN13285332,Metagenome or environmental,7499194,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145763,Australia,Oceania,Australia,0,0,1,1,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_467,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:59:00Z,1,467,S_467,3668,SRP230115,176
SRR10451205,AMPLICON,502,12570080,PRJNA589612,SAMN13285331,Metagenome or environmental,8341344,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145762,Australia,Oceania,Australia,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_466,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:59:00Z,1,466,S_466,5043,SRP230115,124
SRR10451206,AMPLICON,502,15060000,PRJNA589612,SAMN13285297,Metagenome or environmental,9842269,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145760,USA,North America,USA,1,1,0,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_43,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:59:00Z,1,43,S_43,5336,SRP230115,115
SRR10451207,AMPLICON,502,11596200,PRJNA589612,SAMN13285296,Metagenome or environmental,7562132,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145759,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_429,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:59:00Z,1,429,S_429,7519,SRP230115,208
SRR10451208,AMPLICON,502,19985122,PRJNA589612,SAMN13285295,Metagenome or environmental,12709085,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145758,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_428,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:59:00Z,1,428,S_428,9008,SRP230115,71
SRR10451209,AMPLICON,502,13097180,PRJNA589612,SAMN13285294,Metagenome or environmental,8567369,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145757,USA,North America,USA,1,0,0,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_425,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:59:00Z,1,425,S_425,8698,SRP230115,120
SRR10451210,AMPLICON,502,11183556,PRJNA589612,SAMN13285293,Metagenome or environmental,7248323,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145756,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_424,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:59:00Z,1,424,S_424,8259,SRP230115,74
SRR10451211,AMPLICON,502,7757908,PRJNA589612,SAMN13285005,Metagenome or environmental,5300325,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145755,USA,North America,USA,0,0,0,1,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_130,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:59:00Z,1,130,S_130,8460,SRP230115,86
SRR10451212,AMPLICON,502,15786394,PRJNA589612,SAMN13285292,Metagenome or environmental,10444513,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145754,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_422,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:59:00Z,1,422,S_422,9106,SRP230115,68
SRR10451213,AMPLICON,502,18596590,PRJNA589612,SAMN13285291,Metagenome or environmental,12145556,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145753,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_421,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:59:00Z,1,421,S_421,9106,SRP230115,68
SRR10451214,AMPLICON,502,12157938,PRJNA589612,SAMN13285290,Metagenome or environmental,7690013,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145752,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_420,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:59:00Z,1,420,S_420,3427,SRP230115,96
SRR10451215,AMPLICON,502,13325590,PRJNA589612,SAMN13285289,Metagenome or environmental,8738797,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145751,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_42,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:59:00Z,1,42,S_42,8534,SRP230115,94
SRR10451216,AMPLICON,502,14662416,PRJNA589612,SAMN13285288,Metagenome or environmental,9557633,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145750,Italy,Europe,Italy,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_419,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:59:00Z,1,419,S_419,6342,SRP230115,138
SRR10451217,AMPLICON,502,13547976,PRJNA589612,SAMN13285287,Metagenome or environmental,8678430,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145749,USA,North America,USA,0,0,0,1,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_418,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:59:00Z,1,418,S_418,6409,SRP230115,159
SRR10451218,AMPLICON,502,10729246,PRJNA589612,SAMN13285286,Metagenome or environmental,7172180,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145748,Canada,North America,Canada,0,1,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_417,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:59:00Z,1,417,S_417,10721,SRP230115,65
SRR10451219,AMPLICON,502,19719564,PRJNA589612,SAMN13285285,Metagenome or environmental,12680904,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145747,USA,North America,USA,0,0,1,1,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_415,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:59:00Z,1,415,S_415,2568,SRP230115,132
SRR10451220,AMPLICON,502,18007744,PRJNA589612,SAMN13285284,Metagenome or environmental,11718701,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145746,USA,North America,USA,1,0,0,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_414,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:59:00Z,1,414,S_414,8124,SRP230115,48
SRR10451221,AMPLICON,502,16145826,PRJNA589612,SAMN13285283,Metagenome or environmental,10605494,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145745,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_413,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:59:00Z,1,413,S_413,7608,SRP230115,151
SRR10451222,AMPLICON,502,15574048,PRJNA589612,SAMN13285004,Metagenome or environmental,10560374,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145744,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_13,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:59:00Z,1,13,S_13,8904,SRP230115,100
SRR10451223,AMPLICON,502,18987146,PRJNA589612,SAMN13285282,Metagenome or environmental,12511960,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145743,USA,North America,USA,0,0,0,1,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_412,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:59:00Z,1,412,S_412,8962,SRP230115,87
SRR10451224,AMPLICON,502,14760808,PRJNA589612,SAMN13285281,Metagenome or environmental,9774289,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145742,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_411,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:59:00Z,1,411,S_411,7916,SRP230115,139
SRR10451225,AMPLICON,502,17539880,PRJNA589612,SAMN13285280,Metagenome or environmental,12170116,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145741,USA,North America,USA,1,0,0,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_410,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:59:00Z,1,410,S_410,8509,SRP230115,123
SRR10451226,AMPLICON,502,18559944,PRJNA589612,SAMN13285279,Metagenome or environmental,11795561,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145740,USA,North America,USA,0,1,0,1,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_41,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:59:00Z,1,41,S_41,7123,SRP230115,120
SRR10451227,AMPLICON,502,9528462,PRJNA589612,SAMN13285278,Metagenome or environmental,6169083,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145739,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_409,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:59:00Z,1,409,S_409,3853,SRP230115,144
SRR10451228,AMPLICON,502,15931472,PRJNA589612,SAMN13285277,Metagenome or environmental,10787292,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145738,USA,North America,USA,0,1,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_407,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:59:00Z,1,407,S_407,7575,SRP230115,95
SRR10451229,AMPLICON,502,17456046,PRJNA589612,SAMN13285276,Metagenome or environmental,11783848,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145737,Canada,North America,Canada,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_406,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:59:00Z,1,406,S_406,13225,SRP230115,21
SRR10451230,AMPLICON,502,11929026,PRJNA589612,SAMN13285275,Metagenome or environmental,8119654,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145736,USA,North America,USA,0,1,0,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_405,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:59:00Z,1,405,S_405,8990,SRP230115,118
SRR10451231,AMPLICON,502,19645268,PRJNA589612,SAMN13285274,Metagenome or environmental,12584726,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145735,USA,North America,USA,NA,NA,NA,NA,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_404,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:59:00Z,1,404,S_404,4123,SRP230115,148
SRR10451232,AMPLICON,502,14376778,PRJNA589612,SAMN13285273,Metagenome or environmental,9213159,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145734,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_403,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:59:00Z,1,403,S_403,8825,SRP230115,103
SRR10451233,AMPLICON,502,4504948,PRJNA589612,SAMN13285003,Metagenome or environmental,3103978,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145733,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_129,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:59:00Z,1,129,S_129,8166,SRP230115,65
SRR10451234,AMPLICON,502,18112160,PRJNA589612,SAMN13284976,Metagenome or environmental,12214375,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145732,USA,North America,USA,0,0,0,1,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_101,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:59:00Z,1,101,S_101,3487,SRP230115,159
SRR10451235,AMPLICON,502,11778928,PRJNA589612,SAMN13285272,Metagenome or environmental,7737988,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7145731,USA,North America,USA,1,1,0,1,sourdough,Illumina MiSeq,kitchens,not applicable,ITS_S_402,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:59:00Z,1,402,S_402,9684,SRP230115,103
