mag_id,sample_description,fermented_food,specific_substrate,substrate_category,general_category,completeness,contamination,contigs,total_length,gc,n50,domain,phylum,class,order,family,genus,species,study_catalog,source,dataset_name,sample_id,split,macrocategory,category,type,subtype,country,sample_accession,run_accession,study_accession,project_accession,database_origin,Reference
MASTER_WP4_TEAGASC_1__TGS13-30__bin.4,cheese,cheese,milk,dairy,fermented_dairy,63.24146929,0.123726346,137,942223,39.69,7183,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Carlino2024,MASTER_WP4_TEAGASC_1__TGS13-30,MASTER_WP4_TEAGASC_1,TGS13-30,Carlino2024,food,dairy,cheese,cheese_2_after_ripening;rind,IRL,ERS17785875,,,PRGEB63604,NCBI,"Carlino, N., Blanco-Míguez, A., Punčochář, M., Mengoni, C., Pinto, F., Tatti, A., Manghi, P., Armanini, F., Avagliano, M., Barcenilla, C., Breselge, S., Cabrera-Rubio, R., Calvete-Torre, I., Coakley, M., Cobo-Díaz, J. F., De Filippis, F., Dey, H., Leech, J., Klaassens, E. S., Knobloch, S., O’Neil, D., Quijada, N. M., Sabater, C., Skírnisdóttir, S., Valentino, V., Walsh, L., MASTER EU Consortium, Asnicar, F., Fackelmann, G., Heidrich, V., Rota Stabelli, O., Pasolli, E., Arendt, E., Rubino, F., Cotter, P. D., Ruiz, L., Ercolini, D., Morrison, S., Marchart, J., Sessitsch, A., and Zannini, E. (2024). A pan-European study of the human gut microbiome reveals links with diet, health, and lifestyle. Cell, 187(13), 5795–5816.e15. https://doi.org/10.1016/j.cell.2024.05.028"
MASTER_WP4_TEAGASC_1__TGS13-30__bin.5,cheese,cheese,milk,dairy,fermented_dairy,51.72413793,0.0,418,1823541,33.17,4911,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_equorum,Carlino2024,MASTER_WP4_TEAGASC_1__TGS13-30,MASTER_WP4_TEAGASC_1,TGS13-30,Carlino2024,food,dairy,cheese,cheese_2_after_ripening;rind,IRL,ERS17785875,,,PRGEB63604,NCBI,"Carlino, N., Blanco-Míguez, A., Punčochář, M., Mengoni, C., Pinto, F., Tatti, A., Manghi, P., Armanini, F., Avagliano, M., Barcenilla, C., Breselge, S., Cabrera-Rubio, R., Calvete-Torre, I., Coakley, M., Cobo-Díaz, J. F., De Filippis, F., Dey, H., Leech, J., Klaassens, E. S., Knobloch, S., O’Neil, D., Quijada, N. M., Sabater, C., Skírnisdóttir, S., Valentino, V., Walsh, L., MASTER EU Consortium, Asnicar, F., Fackelmann, G., Heidrich, V., Rota Stabelli, O., Pasolli, E., Arendt, E., Rubino, F., Cotter, P. D., Ruiz, L., Ercolini, D., Morrison, S., Marchart, J., Sessitsch, A., and Zannini, E. (2024). A pan-European study of the human gut microbiome reveals links with diet, health, and lifestyle. Cell, 187(13), 5795–5816.e15. https://doi.org/10.1016/j.cell.2024.05.028"
MASTER_WP4_TEAGASC_1__TGS13-30__bin.10,cheese,cheese,milk,dairy,fermented_dairy,98.83040936,0.682261209,172,3795552,70.39,33603,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Dermabacteraceae,Brachybacterium,Brachybacterium_alimentarium,Carlino2024,MASTER_WP4_TEAGASC_1__TGS13-30,MASTER_WP4_TEAGASC_1,TGS13-30,Carlino2024,food,dairy,cheese,cheese_2_after_ripening;rind,IRL,ERS17785875,,,PRGEB63604,NCBI,"Carlino, N., Blanco-Míguez, A., Punčochář, M., Mengoni, C., Pinto, F., Tatti, A., Manghi, P., Armanini, F., Avagliano, M., Barcenilla, C., Breselge, S., Cabrera-Rubio, R., Calvete-Torre, I., Coakley, M., Cobo-Díaz, J. F., De Filippis, F., Dey, H., Leech, J., Klaassens, E. S., Knobloch, S., O’Neil, D., Quijada, N. M., Sabater, C., Skírnisdóttir, S., Valentino, V., Walsh, L., MASTER EU Consortium, Asnicar, F., Fackelmann, G., Heidrich, V., Rota Stabelli, O., Pasolli, E., Arendt, E., Rubino, F., Cotter, P. D., Ruiz, L., Ercolini, D., Morrison, S., Marchart, J., Sessitsch, A., and Zannini, E. (2024). A pan-European study of the human gut microbiome reveals links with diet, health, and lifestyle. Cell, 187(13), 5795–5816.e15. https://doi.org/10.1016/j.cell.2024.05.028"
MASTER_WP4_TEAGASC_1__TGS13-30__bin.7,cheese,cheese,milk,dairy,fermented_dairy,62.38244514,1.724137931,816,3344481,70.47,4726,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Dermabacteraceae,Brachybacterium,Brachybacterium_tyrofermentans,Carlino2024,MASTER_WP4_TEAGASC_1__TGS13-30,MASTER_WP4_TEAGASC_1,TGS13-30,Carlino2024,food,dairy,cheese,cheese_2_after_ripening;rind,IRL,ERS17785875,,,PRGEB63604,NCBI,"Carlino, N., Blanco-Míguez, A., Punčochář, M., Mengoni, C., Pinto, F., Tatti, A., Manghi, P., Armanini, F., Avagliano, M., Barcenilla, C., Breselge, S., Cabrera-Rubio, R., Calvete-Torre, I., Coakley, M., Cobo-Díaz, J. F., De Filippis, F., Dey, H., Leech, J., Klaassens, E. S., Knobloch, S., O’Neil, D., Quijada, N. M., Sabater, C., Skírnisdóttir, S., Valentino, V., Walsh, L., MASTER EU Consortium, Asnicar, F., Fackelmann, G., Heidrich, V., Rota Stabelli, O., Pasolli, E., Arendt, E., Rubino, F., Cotter, P. D., Ruiz, L., Ercolini, D., Morrison, S., Marchart, J., Sessitsch, A., and Zannini, E. (2024). A pan-European study of the human gut microbiome reveals links with diet, health, and lifestyle. Cell, 187(13), 5795–5816.e15. https://doi.org/10.1016/j.cell.2024.05.028"
MASTER_WP4_TEAGASC_1__TGS13-30__bin.8,cheese,cheese,milk,dairy,fermented_dairy,75.22840532,0.581395349,267,3113666,62.7,19471,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Brevibacteriaceae,Brevibacterium,Brevibacterium_sp_239c,Carlino2024,MASTER_WP4_TEAGASC_1__TGS13-30,MASTER_WP4_TEAGASC_1,TGS13-30,Carlino2024,food,dairy,cheese,cheese_2_after_ripening;rind,IRL,ERS17785875,,,PRGEB63604,NCBI,"Carlino, N., Blanco-Míguez, A., Punčochář, M., Mengoni, C., Pinto, F., Tatti, A., Manghi, P., Armanini, F., Avagliano, M., Barcenilla, C., Breselge, S., Cabrera-Rubio, R., Calvete-Torre, I., Coakley, M., Cobo-Díaz, J. F., De Filippis, F., Dey, H., Leech, J., Klaassens, E. S., Knobloch, S., O’Neil, D., Quijada, N. M., Sabater, C., Skírnisdóttir, S., Valentino, V., Walsh, L., MASTER EU Consortium, Asnicar, F., Fackelmann, G., Heidrich, V., Rota Stabelli, O., Pasolli, E., Arendt, E., Rubino, F., Cotter, P. D., Ruiz, L., Ercolini, D., Morrison, S., Marchart, J., Sessitsch, A., and Zannini, E. (2024). A pan-European study of the human gut microbiome reveals links with diet, health, and lifestyle. Cell, 187(13), 5795–5816.e15. https://doi.org/10.1016/j.cell.2024.05.028"
MASTER_WP4_TEAGASC_1__TGS13-30__bin.9,cheese,cheese,milk,dairy,fermented_dairy,93.02325581,1.220930233,315,4367188,64.34,21202,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Brevibacteriaceae,Brevibacterium,Brevibacterium_sp_S22,Carlino2024,MASTER_WP4_TEAGASC_1__TGS13-30,MASTER_WP4_TEAGASC_1,TGS13-30,Carlino2024,food,dairy,cheese,cheese_2_after_ripening;rind,IRL,ERS17785875,,,PRGEB63604,NCBI,"Carlino, N., Blanco-Míguez, A., Punčochář, M., Mengoni, C., Pinto, F., Tatti, A., Manghi, P., Armanini, F., Avagliano, M., Barcenilla, C., Breselge, S., Cabrera-Rubio, R., Calvete-Torre, I., Coakley, M., Cobo-Díaz, J. F., De Filippis, F., Dey, H., Leech, J., Klaassens, E. S., Knobloch, S., O’Neil, D., Quijada, N. M., Sabater, C., Skírnisdóttir, S., Valentino, V., Walsh, L., MASTER EU Consortium, Asnicar, F., Fackelmann, G., Heidrich, V., Rota Stabelli, O., Pasolli, E., Arendt, E., Rubino, F., Cotter, P. D., Ruiz, L., Ercolini, D., Morrison, S., Marchart, J., Sessitsch, A., and Zannini, E. (2024). A pan-European study of the human gut microbiome reveals links with diet, health, and lifestyle. Cell, 187(13), 5795–5816.e15. https://doi.org/10.1016/j.cell.2024.05.028"
MASTER_WP4_TEAGASC_1__TGS13-30__bin.2,cheese,cheese,milk,dairy,fermented_dairy,87.18121347,1.059626437,463,4168559,59.98,11197,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas_cupida,Carlino2024,MASTER_WP4_TEAGASC_1__TGS13-30,MASTER_WP4_TEAGASC_1,TGS13-30,Carlino2024,food,dairy,cheese,cheese_2_after_ripening;rind,IRL,ERS17785875,,,PRGEB63604,NCBI,"Carlino, N., Blanco-Míguez, A., Punčochář, M., Mengoni, C., Pinto, F., Tatti, A., Manghi, P., Armanini, F., Avagliano, M., Barcenilla, C., Breselge, S., Cabrera-Rubio, R., Calvete-Torre, I., Coakley, M., Cobo-Díaz, J. F., De Filippis, F., Dey, H., Leech, J., Klaassens, E. S., Knobloch, S., O’Neil, D., Quijada, N. M., Sabater, C., Skírnisdóttir, S., Valentino, V., Walsh, L., MASTER EU Consortium, Asnicar, F., Fackelmann, G., Heidrich, V., Rota Stabelli, O., Pasolli, E., Arendt, E., Rubino, F., Cotter, P. D., Ruiz, L., Ercolini, D., Morrison, S., Marchart, J., Sessitsch, A., and Zannini, E. (2024). A pan-European study of the human gut microbiome reveals links with diet, health, and lifestyle. Cell, 187(13), 5795–5816.e15. https://doi.org/10.1016/j.cell.2024.05.028"
MASTER_WP4_TEAGASC_1__TGS14-22__bin.52,cheese_brine,cheese,milk,dairy,fermented_dairy,51.69278997,0.0,90,1143294,35.06,26088,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus_lactis,Carlino2024,MASTER_WP4_TEAGASC_1__TGS14-22,MASTER_WP4_TEAGASC_1,TGS14-22,Carlino2024,,,,,,,,,,,
MASTER_WP4_TEAGASC_1__TGS14-22__bin.26,cheese_brine,cheese,milk,dairy,fermented_dairy,97.74705581,0.529100529,64,1681387,37.77,60457,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Carlino2024,MASTER_WP4_TEAGASC_1__TGS14-22,MASTER_WP4_TEAGASC_1,TGS14-22,Carlino2024,,,,,,,,,,,
MASTER_WP4_TEAGASC_1__TGS14-22__bin.50,cheese_brine,cheese,milk,dairy,fermented_dairy,96.72315797,0.254730713,97,1639787,39.15,26472,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Carlino2024,MASTER_WP4_TEAGASC_1__TGS14-22,MASTER_WP4_TEAGASC_1,TGS14-22,Carlino2024,,,,,,,,,,,
MASTER_WP4_TEAGASC_1__TGS14-22__bin.31,cheese_brine,cheese,milk,dairy,fermented_dairy,95.0,1.949685535,83,1992560,40.25,35533,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus_raffinolactis,Carlino2024,MASTER_WP4_TEAGASC_1__TGS14-22,MASTER_WP4_TEAGASC_1,TGS14-22,Carlino2024,,,,,,,,,,,
MASTER_WP4_TEAGASC_1__TGS14-22__bin.41,cheese_brine,cheese,milk,dairy,fermented_dairy,92.51054981,0.660377358,174,2096815,35.53,20398,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus_cremoris,Carlino2024,MASTER_WP4_TEAGASC_1__TGS14-22,MASTER_WP4_TEAGASC_1,TGS14-22,Carlino2024,,,,,,,,,,,
MASTER_WP4_TEAGASC_1__TGS14-22__bin.40,cheese_brine,cheese,milk,dairy,fermented_dairy,75.38973923,1.078869048,32,3714925,55.6,209555,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia_liquefaciens,Carlino2024,MASTER_WP4_TEAGASC_1__TGS14-22,MASTER_WP4_TEAGASC_1,TGS14-22,Carlino2024,,,,,,,,,,,
MASTER_WP4_TEAGASC_1__TGS14-22__bin.11,cheese_brine,cheese,milk,dairy,fermented_dairy,94.90740741,3.128787879,457,2714678,32.7,8167,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_equorum,Carlino2024,MASTER_WP4_TEAGASC_1__TGS14-22,MASTER_WP4_TEAGASC_1,TGS14-22,Carlino2024,,,,,,,,,,,
MASTER_WP4_TEAGASC_1__TGS14-22__bin.23,cheese_brine,cheese,milk,dairy,fermented_dairy,93.07170543,1.259689922,395,3174374,63.17,12252,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Brevibacteriaceae,Brevibacterium,Brevibacterium_aurantiacum,Carlino2024,MASTER_WP4_TEAGASC_1__TGS14-22,MASTER_WP4_TEAGASC_1,TGS14-22,Carlino2024,,,,,,,,,,,
MASTER_WP4_TEAGASC_1__TGS14-22__bin.36,cheese_brine,cheese,milk,dairy,fermented_dairy,91.22148262,0.0,34,1440483,39.42,70637,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_pseudomesenteroides,Carlino2024,MASTER_WP4_TEAGASC_1__TGS14-22,MASTER_WP4_TEAGASC_1,TGS14-22,Carlino2024,,,,,,,,,,,
MASTER_WP4_TEAGASC_1__TGS14-22__bin.8,cheese_brine,cheese,milk,dairy,fermented_dairy,99.09505933,0.862068966,34,3878873,52.52,193493,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas_alkaliphila,Carlino2024,MASTER_WP4_TEAGASC_1__TGS14-22,MASTER_WP4_TEAGASC_1,TGS14-22,Carlino2024,,,,,,,,,,,
MASTER_WP4_TEAGASC_1__TGS14-22__bin.35,cheese_brine,cheese,milk,dairy,fermented_dairy,96.13259669,1.104972376,50,2059908,36.7,64407,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Macrococcus,Macrococcus_caseolyticus,Carlino2024,MASTER_WP4_TEAGASC_1__TGS14-22,MASTER_WP4_TEAGASC_1,TGS14-22,Carlino2024,,,,,,,,,,,
MASTER_WP4_TEAGASC_1__TGS14-22__bin.34,cheese_brine,cheese,milk,dairy,fermented_dairy,91.00877193,0.76754386,393,2613242,70.8,9131,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Kocuria,Kocuria_salsicia,Carlino2024,MASTER_WP4_TEAGASC_1__TGS14-22,MASTER_WP4_TEAGASC_1,TGS14-22,Carlino2024,,,,,,,,,,,
MASTER_WP4_TEAGASC_1__TGS14-22__bin.14,cheese_brine,cheese,milk,dairy,fermented_dairy,97.21745269,1.808608059,94,2932692,45.12,51025,Bacteria,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Psychrobacter,Psychrobacter_namhaensis,Carlino2024,MASTER_WP4_TEAGASC_1__TGS14-22,MASTER_WP4_TEAGASC_1,TGS14-22,Carlino2024,,,,,,,,,,,
MASTER_WP4_TEAGASC_1__TGS14-22__bin.29,cheese_brine,cheese,milk,dairy,fermented_dairy,93.70915033,3.938471941,1011,5253451,34.82,7045,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium_SGB97710,Carlino2024,MASTER_WP4_TEAGASC_1__TGS14-22,MASTER_WP4_TEAGASC_1,TGS14-22,Carlino2024,,,,,,,,,,,
MASTER_WP4_TEAGASC_1__TGS14-22__bin.12,cheese_brine,cheese,milk,dairy,fermented_dairy,95.51853424,1.315789474,53,3394240,59.58,106694,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Kushneria,Kushneria_SGB100212,Carlino2024,MASTER_WP4_TEAGASC_1__TGS14-22,MASTER_WP4_TEAGASC_1,TGS14-22,Carlino2024,,,,,,,,,,,
MASTER_WP4_TEAGASC_1__TGS14-22__bin.17,cheese_brine,cheese,milk,dairy,fermented_dairy,81.37931034,2.586206897,94,3369322,61.2,55167,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Kushneria,Kushneria_SGB100211,Carlino2024,MASTER_WP4_TEAGASC_1__TGS14-22,MASTER_WP4_TEAGASC_1,TGS14-22,Carlino2024,,,,,,,,,,,
MASTER_WP4_TEAGASC_1__TGS14-22__bin.58,cheese_brine,cheese,milk,dairy,fermented_dairy,53.60501567,0.0,515,2499302,43.06,5537,Bacteria,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Psychrobacter,Psychrobacter_SGB100010,Carlino2024,MASTER_WP4_TEAGASC_1__TGS14-22,MASTER_WP4_TEAGASC_1,TGS14-22,Carlino2024,,,,,,,,,,,
MASTER_WP4_TEAGASC_1__TGS14-22__bin.28,cheese_brine,cheese,milk,dairy,fermented_dairy,57.4,0.2,2630,8940988,38.76,3727,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida_parapsilosis,Carlino2024,MASTER_WP4_TEAGASC_1__TGS14-22,MASTER_WP4_TEAGASC_1,TGS14-22,Carlino2024,,,,,,,,,,,
MASTER_WP4_TEAGASC_1__TGS14-27__bin.3,cheese,cheese,milk,dairy,fermented_dairy,78.16091954,1.724137931,169,1933142,34.75,17171,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus_lactis,Carlino2024,MASTER_WP4_TEAGASC_1__TGS14-27,MASTER_WP4_TEAGASC_1,TGS14-27,Carlino2024,food,dairy,cheese,cheese_1_after_ripening;core,IRL,ERS17785880,,,PRGEB63604,NCBI,"Carlino, N., Blanco-Míguez, A., Punčochář, M., Mengoni, C., Pinto, F., Tatti, A., Manghi, P., Armanini, F., Avagliano, M., Barcenilla, C., Breselge, S., Cabrera-Rubio, R., Calvete-Torre, I., Coakley, M., Cobo-Díaz, J. F., De Filippis, F., Dey, H., Leech, J., Klaassens, E. S., Knobloch, S., O’Neil, D., Quijada, N. M., Sabater, C., Skírnisdóttir, S., Valentino, V., Walsh, L., MASTER EU Consortium, Asnicar, F., Fackelmann, G., Heidrich, V., Rota Stabelli, O., Pasolli, E., Arendt, E., Rubino, F., Cotter, P. D., Ruiz, L., Ercolini, D., Morrison, S., Marchart, J., Sessitsch, A., and Zannini, E. (2024). A pan-European study of the human gut microbiome reveals links with diet, health, and lifestyle. Cell, 187(13), 5795–5816.e15. https://doi.org/10.1016/j.cell.2024.05.028"
MASTER_WP4_TEAGASC_1__TGS14-27__bin.4,cheese,cheese,milk,dairy,fermented_dairy,98.11320755,1.06918239,92,2276442,35.58,63333,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus_cremoris,Carlino2024,MASTER_WP4_TEAGASC_1__TGS14-27,MASTER_WP4_TEAGASC_1,TGS14-27,Carlino2024,food,dairy,cheese,cheese_1_after_ripening;core,IRL,ERS17785880,,,PRGEB63604,NCBI,"Carlino, N., Blanco-Míguez, A., Punčochář, M., Mengoni, C., Pinto, F., Tatti, A., Manghi, P., Armanini, F., Avagliano, M., Barcenilla, C., Breselge, S., Cabrera-Rubio, R., Calvete-Torre, I., Coakley, M., Cobo-Díaz, J. F., De Filippis, F., Dey, H., Leech, J., Klaassens, E. S., Knobloch, S., O’Neil, D., Quijada, N. M., Sabater, C., Skírnisdóttir, S., Valentino, V., Walsh, L., MASTER EU Consortium, Asnicar, F., Fackelmann, G., Heidrich, V., Rota Stabelli, O., Pasolli, E., Arendt, E., Rubino, F., Cotter, P. D., Ruiz, L., Ercolini, D., Morrison, S., Marchart, J., Sessitsch, A., and Zannini, E. (2024). A pan-European study of the human gut microbiome reveals links with diet, health, and lifestyle. Cell, 187(13), 5795–5816.e15. https://doi.org/10.1016/j.cell.2024.05.028"
MASTER_WP4_TEAGASC_1__TGS14-27__bin.1,cheese,cheese,milk,dairy,fermented_dairy,96.18320611,1.463104326,84,1918932,36.22,44306,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_uberis,Carlino2024,MASTER_WP4_TEAGASC_1__TGS14-27,MASTER_WP4_TEAGASC_1,TGS14-27,Carlino2024,food,dairy,cheese,cheese_1_after_ripening;core,IRL,ERS17785880,,,PRGEB63604,NCBI,"Carlino, N., Blanco-Míguez, A., Punčochář, M., Mengoni, C., Pinto, F., Tatti, A., Manghi, P., Armanini, F., Avagliano, M., Barcenilla, C., Breselge, S., Cabrera-Rubio, R., Calvete-Torre, I., Coakley, M., Cobo-Díaz, J. F., De Filippis, F., Dey, H., Leech, J., Klaassens, E. S., Knobloch, S., O’Neil, D., Quijada, N. M., Sabater, C., Skírnisdóttir, S., Valentino, V., Walsh, L., MASTER EU Consortium, Asnicar, F., Fackelmann, G., Heidrich, V., Rota Stabelli, O., Pasolli, E., Arendt, E., Rubino, F., Cotter, P. D., Ruiz, L., Ercolini, D., Morrison, S., Marchart, J., Sessitsch, A., and Zannini, E. (2024). A pan-European study of the human gut microbiome reveals links with diet, health, and lifestyle. Cell, 187(13), 5795–5816.e15. https://doi.org/10.1016/j.cell.2024.05.028"
MASTER_WP4_TEAGASC_1__TGS14-28__bin.3,cheese,cheese,milk,dairy,fermented_dairy,99.62264151,0.377358491,71,2248434,34.99,56934,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus_lactis,Carlino2024,MASTER_WP4_TEAGASC_1__TGS14-28,MASTER_WP4_TEAGASC_1,TGS14-28,Carlino2024,food,dairy,cheese,cheese_2_after_ripening;core,IRL,ERS17785881,,,PRGEB63604,NCBI,"Carlino, N., Blanco-Míguez, A., Punčochář, M., Mengoni, C., Pinto, F., Tatti, A., Manghi, P., Armanini, F., Avagliano, M., Barcenilla, C., Breselge, S., Cabrera-Rubio, R., Calvete-Torre, I., Coakley, M., Cobo-Díaz, J. F., De Filippis, F., Dey, H., Leech, J., Klaassens, E. S., Knobloch, S., O’Neil, D., Quijada, N. M., Sabater, C., Skírnisdóttir, S., Valentino, V., Walsh, L., MASTER EU Consortium, Asnicar, F., Fackelmann, G., Heidrich, V., Rota Stabelli, O., Pasolli, E., Arendt, E., Rubino, F., Cotter, P. D., Ruiz, L., Ercolini, D., Morrison, S., Marchart, J., Sessitsch, A., and Zannini, E. (2024). A pan-European study of the human gut microbiome reveals links with diet, health, and lifestyle. Cell, 187(13), 5795–5816.e15. https://doi.org/10.1016/j.cell.2024.05.028"
MASTER_WP4_TEAGASC_1__TGS14-28__bin.6,cheese,cheese,milk,dairy,fermented_dairy,98.14814815,2.777777778,49,3010426,44.74,95176,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,Lactiplantibacillus_plantarum,Carlino2024,MASTER_WP4_TEAGASC_1__TGS14-28,MASTER_WP4_TEAGASC_1,TGS14-28,Carlino2024,food,dairy,cheese,cheese_2_after_ripening;core,IRL,ERS17785881,,,PRGEB63604,NCBI,"Carlino, N., Blanco-Míguez, A., Punčochář, M., Mengoni, C., Pinto, F., Tatti, A., Manghi, P., Armanini, F., Avagliano, M., Barcenilla, C., Breselge, S., Cabrera-Rubio, R., Calvete-Torre, I., Coakley, M., Cobo-Díaz, J. F., De Filippis, F., Dey, H., Leech, J., Klaassens, E. S., Knobloch, S., O’Neil, D., Quijada, N. M., Sabater, C., Skírnisdóttir, S., Valentino, V., Walsh, L., MASTER EU Consortium, Asnicar, F., Fackelmann, G., Heidrich, V., Rota Stabelli, O., Pasolli, E., Arendt, E., Rubino, F., Cotter, P. D., Ruiz, L., Ercolini, D., Morrison, S., Marchart, J., Sessitsch, A., and Zannini, E. (2024). A pan-European study of the human gut microbiome reveals links with diet, health, and lifestyle. Cell, 187(13), 5795–5816.e15. https://doi.org/10.1016/j.cell.2024.05.028"
MASTER_WP4_TEAGASC_1__TGS14-28__bin.5,cheese,cheese,milk,dairy,fermented_dairy,63.96103896,0.092764378,95,1170694,36.85,18898,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_helveticus,Carlino2024,MASTER_WP4_TEAGASC_1__TGS14-28,MASTER_WP4_TEAGASC_1,TGS14-28,Carlino2024,food,dairy,cheese,cheese_2_after_ripening;core,IRL,ERS17785881,,,PRGEB63604,NCBI,"Carlino, N., Blanco-Míguez, A., Punčochář, M., Mengoni, C., Pinto, F., Tatti, A., Manghi, P., Armanini, F., Avagliano, M., Barcenilla, C., Breselge, S., Cabrera-Rubio, R., Calvete-Torre, I., Coakley, M., Cobo-Díaz, J. F., De Filippis, F., Dey, H., Leech, J., Klaassens, E. S., Knobloch, S., O’Neil, D., Quijada, N. M., Sabater, C., Skírnisdóttir, S., Valentino, V., Walsh, L., MASTER EU Consortium, Asnicar, F., Fackelmann, G., Heidrich, V., Rota Stabelli, O., Pasolli, E., Arendt, E., Rubino, F., Cotter, P. D., Ruiz, L., Ercolini, D., Morrison, S., Marchart, J., Sessitsch, A., and Zannini, E. (2024). A pan-European study of the human gut microbiome reveals links with diet, health, and lifestyle. Cell, 187(13), 5795–5816.e15. https://doi.org/10.1016/j.cell.2024.05.028"
MASTER_WP4_TEAGASC_1__TGS14-28__bin.1,cheese,cheese,milk,dairy,fermented_dairy,100.0,0.0,16,1912869,36.23,254989,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_uberis,Carlino2024,MASTER_WP4_TEAGASC_1__TGS14-28,MASTER_WP4_TEAGASC_1,TGS14-28,Carlino2024,food,dairy,cheese,cheese_2_after_ripening;core,IRL,ERS17785881,,,PRGEB63604,NCBI,"Carlino, N., Blanco-Míguez, A., Punčochář, M., Mengoni, C., Pinto, F., Tatti, A., Manghi, P., Armanini, F., Avagliano, M., Barcenilla, C., Breselge, S., Cabrera-Rubio, R., Calvete-Torre, I., Coakley, M., Cobo-Díaz, J. F., De Filippis, F., Dey, H., Leech, J., Klaassens, E. S., Knobloch, S., O’Neil, D., Quijada, N. M., Sabater, C., Skírnisdóttir, S., Valentino, V., Walsh, L., MASTER EU Consortium, Asnicar, F., Fackelmann, G., Heidrich, V., Rota Stabelli, O., Pasolli, E., Arendt, E., Rubino, F., Cotter, P. D., Ruiz, L., Ercolini, D., Morrison, S., Marchart, J., Sessitsch, A., and Zannini, E. (2024). A pan-European study of the human gut microbiome reveals links with diet, health, and lifestyle. Cell, 187(13), 5795–5816.e15. https://doi.org/10.1016/j.cell.2024.05.028"
