Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Category,Center Name,Collection_Date,Consent,dataset_name,DATASTORE filetype,DATASTORE provider,DATASTORE region,dna_extraction_kit,Experiment,fermented/non-fermented,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,isolation_source,lat_lon,library_layout,Library Name,LibraryLayout,LibrarySelection,LibrarySource,max_read_len,mean_read_len,median_read_len,min_read_len,n_of_bases,n_of_reads,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sequencing_platform,SRA Study,subtype,Type
SRR28523180,WGS,294,13890988192,PRJNA1094419,SAMN40695642,Metagenome or environmental,4609364844,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_UNINA_1,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",QIAGEN_MASTERWP4_kit,SRX24124063,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,PM002_71775,PAIRED,RANDOM,METAGENOMIC,151,"147,3211662",151,50,13890988192,94290512,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:36:00Z,1,PM002_71775,Illumina_NovaSeq_6000,SRP499185,provolone_del_monaco,cheese
SRR28523181,WGS,295,13505807383,PRJNA1094419,SAMN40695641,Metagenome or environmental,4483441574,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_UNINA_1,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",QIAGEN_MASTERWP4_kit,SRX24124062,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,PM007_71775,PAIRED,RANDOM,METAGENOMIC,151,"147,6485435",151,50,13505807383,91472676,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:59:00Z,1,PM007_71775,Illumina_NovaSeq_6000,SRP499185,provolone_del_monaco,cheese
SRR28523182,WGS,275,25117335110,PRJNA1094419,SAMN40695640,Metagenome or environmental,8262362450,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_UNINA_1,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",QIAGEN_MASTERWP4_kit,SRX24124061,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,PB007_73417,PAIRED,RANDOM,METAGENOMIC,151,"137,65909",151,50,25117335110,182460418,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T10:16:00Z,1,PB007_73417,Illumina_NovaSeq_6000,SRP499185,pecorino_bagnolese,cheese
SRR28523183,WGS,296,18343282861,PRJNA1094419,SAMN40695639,Metagenome or environmental,6052931959,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_UNINA_1,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",QIAGEN_MASTERWP4_kit,SRX24124060,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,TA012_71775,PAIRED,RANDOM,METAGENOMIC,151,"148,3086674",151,50,18343282861,123683148,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:43:00Z,1,TA012_71775,Illumina_NovaSeq_6000,SRP499185,taleggio,cheese
SRR28523184,WGS,277,14078837756,PRJNA1094419,SAMN40695638,Metagenome or environmental,4682778835,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_UNINA_1,"fastq,sra,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",QIAGEN_MASTERWP4_kit,SRX24124059,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,TA003_71775,PAIRED,RANDOM,METAGENOMIC,151,"138,869953",151,50,14078837756,101381454,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:44:00Z,1,TA003_71775,Illumina_NovaSeq_6000,SRP499185,taleggio,cheese
SRR28523185,WGS,296,13747956027,PRJNA1094419,SAMN40695637,Metagenome or environmental,4560337307,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_UNINA_1,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",QIAGEN_MASTERWP4_kit,SRX24124058,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,TA011_71775,PAIRED,RANDOM,METAGENOMIC,151,"148,351295",151,50,13747956027,92671628,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:45:00Z,1,TA011_71775,Illumina_NovaSeq_6000,SRP499185,taleggio,cheese
SRR28523186,WGS,298,8491275116,PRJNA1094419,SAMN40695636,Metagenome or environmental,2874138596,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_TEAGASC_1,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",QIAGEN_MASTERWP4_kit,SRX24124057,F,Ireland,Europe,Ireland,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,TGS14-22,PAIRED,RANDOM,METAGENOMIC,151,"149,3226591",150,75,8491275116,56865282,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:51:00Z,1,TGS14-22,Illumina_NovaSeq_6000,SRP499185,brine,cheese_brine
SRR28523187,WGS,298,8561022437,PRJNA1094419,SAMN40695483,Metagenome or environmental,2866863359,dairy,UNIVERSITY OF TRENTO,missing,public,DeFilippisF_xxxx,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",QIAGEN_MASTERWP4_kit,SRX24124056,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,DF_123,PAIRED,RANDOM,METAGENOMIC,150,"147,5947084",150,75,8561022437,57223665,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:37:00Z,1,DF_123,Illumina_NovaSeq_6000,SRP499185,pecorino,cheese
SRR28523188,WGS,297,8667353445,PRJNA1094419,SAMN40695635,Metagenome or environmental,3018329198,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_TEAGASC_1,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",QIAGEN_MASTERWP4_kit,SRX24124055,F,Ireland,Europe,Ireland,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,TGS13-22,PAIRED,RANDOM,METAGENOMIC,151,"148,6329658",150,75,8667353445,57999411,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:38:00Z,1,TGS13-22,Illumina_NovaSeq_6000,SRP499185,brine,cheese_brine
SRR28523189,WGS,294,7180128,PRJNA1094419,SAMN40695634,Metagenome or environmental,2602066,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_TEAGASC_1,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",QIAGEN_MASTERWP4_kit,SRX24124054,F,Ireland,Europe,Ireland,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,TGS12-22,PAIRED,RANDOM,METAGENOMIC,151,"149,0580859",150,75,7180128,48170,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:09:00Z,1,TGS12-22,Illumina_NovaSeq_6000,SRP499185,brine,cheese_brine
SRR28523190,WGS,296,21707756960,PRJNA1094419,SAMN40695633,Metagenome or environmental,7935748066,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_TEAGASC_1,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",QIAGEN_MASTERWP4_kit,SRX24124053,F,Ireland,Europe,Ireland,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,TGS11-22,PAIRED,RANDOM,METAGENOMIC,151,"149,4613949",150,75,21707756960,145020224,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T10:33:00Z,1,TGS11-22,Illumina_NovaSeq_6000,SRP499185,brine,cheese_brine
SRR28523191,WGS,294,4000792572,PRJNA1094419,SAMN40695632,Metagenome or environmental,1376749350,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_TEAGASC_1,"run.zq,fastq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",QIAGEN_MASTERWP4_kit,SRX24124052,F,Ireland,Europe,Ireland,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,TGS09-22,PAIRED,RANDOM,METAGENOMIC,151,"149,5839968",151,75,4000792572,26726284,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:24:00Z,1,TGS09-22,Illumina_NovaSeq_6000,SRP499185,brine,cheese_brine
SRR28523192,WGS,299,14138721672,PRJNA1094419,SAMN40695631,Metagenome or environmental,5005231529,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_TEAGASC_1,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",QIAGEN_MASTERWP4_kit,SRX24124051,F,Ireland,Europe,Ireland,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,TGS08-22,PAIRED,RANDOM,METAGENOMIC,151,"150,6126346",151,75,14138721672,93859811,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T10:35:00Z,1,TGS08-22,Illumina_NovaSeq_6000,SRP499185,brine,cheese_brine
SRR28523193,WGS,298,5508469752,PRJNA1094419,SAMN40695630,Metagenome or environmental,1924771987,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_TEAGASC_1,"fastq,sra,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",QIAGEN_MASTERWP4_kit,SRX24124050,F,Ireland,Europe,Ireland,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,TGS07-22,PAIRED,RANDOM,METAGENOMIC,151,"150,2917675",151,75,5508469752,36658740,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:29:00Z,1,TGS07-22,Illumina_NovaSeq_6000,SRP499185,brine,cheese_brine
SRR28523194,WGS,298,9981451623,PRJNA1094419,SAMN40695629,Metagenome or environmental,3421657793,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_TEAGASC_1,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",QIAGEN_MASTERWP4_kit,SRX24124049,F,Ireland,Europe,Ireland,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,TGS06-22,PAIRED,RANDOM,METAGENOMIC,151,"149,9629478",151,75,9981451623,66559452,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T10:11:00Z,1,TGS06-22,Illumina_NovaSeq_6000,SRP499185,brine,cheese_brine
SRR28523195,WGS,297,9579486020,PRJNA1094419,SAMN40695628,Metagenome or environmental,3464106302,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_TEAGASC_1,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",QIAGEN_MASTERWP4_kit,SRX24124048,F,Ireland,Europe,Ireland,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,TGS05-22,PAIRED,RANDOM,METAGENOMIC,151,"150,5576179",151,75,9579486020,63658258,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:48:00Z,1,TGS05-22,Illumina_NovaSeq_6000,SRP499185,brine,cheese_brine
SRR28523196,WGS,271,18211585259,PRJNA1094419,SAMN40695627,Metagenome or environmental,6294943581,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_TEAGASC_1,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",QIAGEN_MASTERWP4_kit,SRX24124047,F,Ireland,Europe,Ireland,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,TGS04-22,PAIRED,RANDOM,METAGENOMIC,151,"142,2101305",151,75,18211585259,130227468,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T10:03:00Z,1,TGS04-22,Illumina_NovaSeq_6000,SRP499185,brine,cheese_brine
SRR28523197,WGS,297,3872453577,PRJNA1094419,SAMN40695626,Metagenome or environmental,1332036897,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_TEAGASC_1,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",QIAGEN_MASTERWP4_kit,SRX24124046,F,Ireland,Europe,Ireland,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,TGS03-22,PAIRED,RANDOM,METAGENOMIC,151,"149,9822369",151,75,3872453577,25836409,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:23:00Z,1,TGS03-22,Illumina_NovaSeq_6000,SRP499185,brine,cheese_brine
SRR28523198,WGS,298,8170828144,PRJNA1094419,SAMN40695482,Metagenome or environmental,2691740615,dairy,UNIVERSITY OF TRENTO,missing,public,DeFilippisF_xxxx,"run.zq,sra,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",QIAGEN_MASTERWP4_kit,SRX24124045,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,DF_122,PAIRED,RANDOM,METAGENOMIC,150,"147,5930478",150,75,8170828144,54609281,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:39:00Z,1,DF_122,Illumina_NovaSeq_6000,SRP499185,pecorino,cheese
SRR28523199,WGS,297,3505139345,PRJNA1094419,SAMN40695625,Metagenome or environmental,1204213961,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_TEAGASC_1,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",QIAGEN_MASTERWP4_kit,SRX24124044,F,Ireland,Europe,Ireland,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,TGS02-22,PAIRED,RANDOM,METAGENOMIC,151,"149,341991",151,75,3505139345,23467164,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:22:00Z,1,TGS02-22,Illumina_NovaSeq_6000,SRP499185,brine,cheese_brine
SRR28523200,WGS,294,20526310753,PRJNA1094419,SAMN40695624,Metagenome or environmental,7011568578,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_TEAGASC_1,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",QIAGEN_MASTERWP4_kit,SRX24124043,F,Ireland,Europe,Ireland,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,TGS01-22,PAIRED,RANDOM,METAGENOMIC,151,"148,0331401",151,75,20526310753,138911258,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T10:26:00Z,1,TGS01-22,Illumina_NovaSeq_6000,SRP499185,brine,cheese_brine
SRR28523201,WGS,295,9694545988,PRJNA1094419,SAMN40695623,Metagenome or environmental,3409196342,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_TEAGASC_1,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",QIAGEN_MASTERWP4_kit,SRX24124042,F,Ireland,Europe,Ireland,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,TGS15-21,PAIRED,RANDOM,METAGENOMIC,151,"149,1918472",151,75,9694545988,64840696,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:44:00Z,1,TGS15-21,Illumina_NovaSeq_6000,SRP499185,whey,whey
SRR28523202,WGS,278,2575479175,PRJNA1094419,SAMN40695622,Metagenome or environmental,898832275,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_TEAGASC_1,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",QIAGEN_MASTERWP4_kit,SRX24124041,F,Ireland,Europe,Ireland,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,TGS14-21,PAIRED,RANDOM,METAGENOMIC,151,"149,131056",150,75,2575479175,17275474,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:16:00Z,1,TGS14-21,Illumina_NovaSeq_6000,SRP499185,whey,whey
SRR28523203,WGS,282,6969492607,PRJNA1094419,SAMN40695621,Metagenome or environmental,2519718221,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_TEAGASC_1,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",QIAGEN_MASTERWP4_kit,SRX24124040,F,Ireland,Europe,Ireland,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,TGS13-21,PAIRED,RANDOM,METAGENOMIC,151,"149,1154768",150,75,6969492607,46745310,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:27:00Z,1,TGS13-21,Illumina_NovaSeq_6000,SRP499185,whey,whey
SRR28523204,WGS,278,6241148471,PRJNA1094419,SAMN40695620,Metagenome or environmental,2208580009,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_TEAGASC_1,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",QIAGEN_MASTERWP4_kit,SRX24124039,F,Ireland,Europe,Ireland,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,TGS12-21,PAIRED,RANDOM,METAGENOMIC,151,"148,8620294",150,75,6241148471,41949684,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:38:00Z,1,TGS12-21,Illumina_NovaSeq_6000,SRP499185,whey,whey
SRR28523205,WGS,292,14014625084,PRJNA1094419,SAMN40695619,Metagenome or environmental,4886949657,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_TEAGASC_1,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",QIAGEN_MASTERWP4_kit,SRX24124038,F,Ireland,Europe,Ireland,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,TGS11-21,PAIRED,RANDOM,METAGENOMIC,151,"149,2307052",151,75,14014625084,93758245,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T10:15:00Z,1,TGS11-21,Illumina_NovaSeq_6000,SRP499185,whey,whey
SRR28523206,WGS,290,20630884680,PRJNA1094419,SAMN40695618,Metagenome or environmental,7266268286,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_TEAGASC_1,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",QIAGEN_MASTERWP4_kit,SRX24124037,F,Ireland,Europe,Ireland,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,TGS10-21,PAIRED,RANDOM,METAGENOMIC,151,"147,9961987",150,75,20630884680,139290458,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T10:28:00Z,1,TGS10-21,Illumina_NovaSeq_6000,SRP499185,whey,whey
SRR28523207,WGS,288,15640110115,PRJNA1094419,SAMN40695617,Metagenome or environmental,5465796396,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_TEAGASC_1,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",QIAGEN_MASTERWP4_kit,SRX24124036,F,Ireland,Europe,Ireland,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,TGS09-21,PAIRED,RANDOM,METAGENOMIC,151,"148,8781346",150,75,15640110115,104894567,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T10:05:00Z,1,TGS09-21,Illumina_NovaSeq_6000,SRP499185,whey,whey
SRR28523208,WGS,290,14003499442,PRJNA1094419,SAMN40695616,Metagenome or environmental,5069434145,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_TEAGASC_1,"sra,run.zq,fastq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",QIAGEN_MASTERWP4_kit,SRX24124035,F,Ireland,Europe,Ireland,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,TGS08-21,PAIRED,RANDOM,METAGENOMIC,151,"150,3996947",151,75,14003499442,93125401,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T10:38:00Z,1,TGS08-21,Illumina_NovaSeq_6000,SRP499185,whey,whey
SRR28523209,WGS,298,8564299342,PRJNA1094419,SAMN40695481,Metagenome or environmental,2852471883,dairy,UNIVERSITY OF TRENTO,missing,public,DeFilippisF_xxxx,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",QIAGEN_MASTERWP4_kit,SRX24124034,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,DF_11,PAIRED,RANDOM,METAGENOMIC,150,"147,6224326",150,75,8564299342,57256317,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:39:00Z,1,DF_11,Illumina_NovaSeq_6000,SRP499185,pecorino,cheese
SRR28523210,WGS,290,14150410630,PRJNA1094419,SAMN40695615,Metagenome or environmental,5224583665,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_TEAGASC_1,"run.zq,fastq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",QIAGEN_MASTERWP4_kit,SRX24124033,F,Ireland,Europe,Ireland,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,TGS07-21,PAIRED,RANDOM,METAGENOMIC,151,"150,54722",151,75,14150410630,94011114,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T10:21:00Z,1,TGS07-21,Illumina_NovaSeq_6000,SRP499185,whey,whey
SRR28523211,WGS,298,12160277463,PRJNA1094419,SAMN40695614,Metagenome or environmental,4427609164,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_TEAGASC_1,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",QIAGEN_MASTERWP4_kit,SRX24124032,F,Ireland,Europe,Ireland,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,TGS06-21,PAIRED,RANDOM,METAGENOMIC,151,"150,4956522",151,75,12160277463,80809862,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T10:06:00Z,1,TGS06-21,Illumina_NovaSeq_6000,SRP499185,whey,whey
SRR28523212,WGS,300,7170154494,PRJNA1094419,SAMN40695613,Metagenome or environmental,2519203487,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_TEAGASC_1,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",QIAGEN_MASTERWP4_kit,SRX24124031,F,Ireland,Europe,Ireland,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,TGS05-21,PAIRED,RANDOM,METAGENOMIC,151,"150,3721187",151,75,7170154494,47676129,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:34:00Z,1,TGS05-21,Illumina_NovaSeq_6000,SRP499185,whey,whey
SRR28523213,WGS,284,6746650623,PRJNA1094419,SAMN40695612,Metagenome or environmental,2401940785,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_TEAGASC_1,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",QIAGEN_MASTERWP4_kit,SRX24124030,F,Ireland,Europe,Ireland,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,TGS04-21,PAIRED,RANDOM,METAGENOMIC,151,"150,3805171",151,75,6746650623,44890489,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:40:00Z,1,TGS04-21,Illumina_NovaSeq_6000,SRP499185,whey,whey
SRR28523214,WGS,288,9787737422,PRJNA1094419,SAMN40695611,Metagenome or environmental,3549576894,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_TEAGASC_1,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",QIAGEN_MASTERWP4_kit,SRX24124029,F,Ireland,Europe,Ireland,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,TGS03-21,PAIRED,RANDOM,METAGENOMIC,151,"149,790094",151,75,9787737422,65396640,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:55:00Z,1,TGS03-21,Illumina_NovaSeq_6000,SRP499185,whey,whey
SRR28523215,WGS,297,3524209114,PRJNA1094419,SAMN40695610,Metagenome or environmental,1206460188,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_TEAGASC_1,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",QIAGEN_MASTERWP4_kit,SRX24124028,F,Ireland,Europe,Ireland,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,TGS02-21,PAIRED,RANDOM,METAGENOMIC,151,"149,5788514",151,75,3524209114,23568240,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:17:00Z,1,TGS02-21,Illumina_NovaSeq_6000,SRP499185,whey,whey
SRR28523216,WGS,280,23459510450,PRJNA1094419,SAMN40695609,Metagenome or environmental,8133423338,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_TEAGASC_1,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",QIAGEN_MASTERWP4_kit,SRX24124027,F,Ireland,Europe,Ireland,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,TGS01-21,PAIRED,RANDOM,METAGENOMIC,151,"146,568447",151,75,23459510450,161235986,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T10:07:00Z,1,TGS01-21,Illumina_NovaSeq_6000,SRP499185,whey,whey
SRR28523217,WGS,278,17213080236,PRJNA1094419,SAMN40695608,Metagenome or environmental,5917153854,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_TEAGASC_1,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",QIAGEN_MASTERWP4_kit,SRX24124026,NF,Ireland,Europe,Ireland,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,TGS15-20,PAIRED,RANDOM,METAGENOMIC,151,"149,0276481",150,75,17213080236,115568582,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T10:06:00Z,1,TGS15-20,Illumina_NovaSeq_6000,SRP499185,raw_milk,milk
SRR28523218,WGS,280,1385049707,PRJNA1094419,SAMN40695607,Metagenome or environmental,477628156,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_TEAGASC_1,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",QIAGEN_MASTERWP4_kit,SRX24124025,NF,Ireland,Europe,Ireland,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,TGS14-NP,PAIRED,RANDOM,METAGENOMIC,151,"148,3236201",150,75,1385049707,9348482,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:14:00Z,1,TGS14-NP,Illumina_NovaSeq_6000,SRP499185,raw_milk,milk
SRR28523219,WGS,277,9409454502,PRJNA1094419,SAMN40695606,Metagenome or environmental,3250468660,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_TEAGASC_1,"sra,fastq,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",QIAGEN_MASTERWP4_kit,SRX24124024,NF,Ireland,Europe,Ireland,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,TGS14-20,PAIRED,RANDOM,METAGENOMIC,151,"148,8723923",150,75,9409454502,63222111,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:43:00Z,1,TGS14-20,Illumina_NovaSeq_6000,SRP499185,raw_milk,milk
