genome,cluster,score
160.fa,837_7,100.01585662544906
FalardeauJ_2023__SRR20811293__bin.5.fa,837_8,90.2902457304091
WolfeBE_2014__950_Rush_Creek__bin.5.fa,837_9,99.45944966537279
FalardeauJ_2023__SRR20811221__bin.2.fa,837_10,90.47265039200124
YangC_2021__SRR13259379__bin.12.fa,837_11,96.45351855887172
FalardeauJ_2023__SRR20811132__bin.11.fa,837_12,61.826012348850135
DeFilippisF_xxxx__DF_11__bin.36.fa,837_13,53.26285879451282
MASTER_WP4_UNINA_1__TA011_71775__bin.10.fa,837_14,67.53432525239286
C-R13.bin.1.fa,838_0,88.69143479385761
MotaGutierrezJ_2021__SRR11602142__bin.5.fa,839_1,71.35043446184358
MotaGutierrezJ_2021__SRR11602150__bin.4.fa,839_2,81.40150876172304
MASTER_WP4_FFoQSI_1__VB-16-M15__bin.31.fa,840_1,96.77704832374918
MASTER_WP4_FFoQSI_1__VB-09-M7__bin.18.fa,840_2,84.49837312832254
MASTER_WP4_CSIC_2__P2517__bin.13.fa,841_0,98.2259057701775
MASTER_WP4_CSIC_2__P2517__bin.25.fa,842_0,98.740550936265
C-R02.bin.1.fa,843_0,89.04632574703224
FalardeauJ_2023__SRR20811224__bin.5.fa,844_0,65.60871916135149
LeechJ_xxxx__AF59__bin.15.fa,845_0,82.97740935864061
MAG_555.fa,846_1,71.81694620115162
MASTER_WP4_FFoQSI_3__VB02-22__bin.7.fa,846_2,93.05380335098862
MASTER_WP4_UNINA_1__PV005_71775__bin.9.fa,846_3,88.34241662824175
MilaniC_2019__SRS3591582__bin.4.fa,846_4,91.27243141887139
CM_UNINA_FFOOD__FFOOD_286__bin.4.fa,846_5,99.25646731675907
CM_UNINA_FFOOD__FFOOD_284__bin.10.fa,846_6,74.78695517706448
DeFilippisF_xxxx__DF_96__bin.11.fa,846_7,78.28895644080146
MAG_301.fa,846_8,46.7697503306573
AlvarezOrdonezA_xxxx__C05-18__bin.20.fa,847_0,39.24868781740212
MASTER_WP4_FFoQSI_3__VB07-22__bin.11.fa,848_0,74.90090707047763
MASTER_WP4_TEAGASC_1__TGS15-30__bin.4.fa,849_0,81.91952252492746
MASTER_WP4_FFoQSI_2__VB10-22__bin.20.fa,850_1,101.62343270398837
AlvarezOrdonezA_xxxx__R03-19__bin.24.fa,850_2,94.73370984056
MASTER_WP4_TEAGASC_1__TGS07-22__bin.7.fa,850_3,74.33153103948582
MASTER_WP4_UNINA_2__O-30__bin.2.fa,851_1,96.16108529740677
MASTER_WP4_FFoQSI_2__VB03-21__bin.4.fa,851_2,75.12528186034147
MASTER_WP4_FFoQSI_2__VB16-22__bin.7.fa,851_3,101.05125994947272
MAG_586.fa,851_4,95.62217125787875
AlvarezOrdonezA_xxxx__C05-18__bin.9.fa,851_5,64.28152459156044
MASTER_WP4_TEAGASC_1__TGS14-22__bin.34.fa,851_6,88.16131180139035
CM_UNINA_FFOOD__FFOOD_347__bin.4.fa,851_7,50.31935026645037
MASTER_WP4_UNINA_2__O-25.1__bin.21.fa,851_8,57.651340227613076
YouL_2022__SRR13308528__bin.22.fa,851_9,40.30453402250858
MASTER_WP4_FFoQSI_1__RC17-02__bin.9.fa,851_10,57.30252823299577
MASTER_WP4_FFoQSI_1__VB-05-BD__bin.48.fa,852_1,91.71342596614053
MortensenS_xxxx__WK041-2-G-48h-04B8_S117__bin.1.fa,853_1,91.40966149612943
LeechJ_2020__ERS3967734__bin.7.fa,853_2,44.48757226262315
MASTER_WP4_UNINA_1__FI010_71775__bin.25.fa,854_0,86.2787418645992
MAG_2.fa,855_0,83.00538912580627
MotaGutierrezJ_2021__SRR11602149__bin.27.fa,856_0,89.11617085816287
MASTER_WP4_FFoQSI_1__VB-16-BD__bin.33.fa,857_1,93.70791202780721
MASTER_WP4_FFoQSI_1__VB-09-M8__bin.3.fa,857_2,94.03742701369119
MASTER_WP4_FFoQSI_2__VB16-30__bin.31.fa,858_1,97.82158273247032
MASTER_WP4_FFoQSI_2__VB16-30__bin.16.fa,859_0,82.73926456775419
MASTER_WP4_TEAGASC_1__TGS12-29__bin.35.fa,860_0,88.79106683539096
ODFM-BA-A-0107-002_Dietzia_alimentaria_72T.fa,861_0,101.08722989148842
MASTER_WP4_FFoQSI_1__VB-08-AG__bin.53.fa,862_1,87.337190534738
MASTER_WP4_FFoQSI_2__VB08-30__bin.29.fa,862_2,40.91754958069627
DeFilippisF_xxxx__DF_11__bin.15.fa,863_0,59.05998941918666
MASTER_WP4_FFoQSI_3__VB13-29__bin.32.fa,864_1,100.0356878678444
C-R09.bin.5.fa,865_1,102.44990366130085
MASTER_WP4_UNINA_2__U-22__bin.13.fa,865_2,98.14161868074827
DeFilippisF_xxxx__DF_104__bin.3.fa,865_3,101.26855834404296
MASTER_WP4_CSIC_2__P2517__bin.16.fa,866_0,99.57649976532699
FontanaF_2023__SRR20746927__bin.1.fa,867_1,95.4048340484558
MASTER_WP4_CSIC_2__P2517__bin.17.fa,867_2,97.75633389079901
MASTER_WP4_FFoQSI_1__DC18-F-AR__bin.10.fa,867_3,87.9707924168229
MilaniC_2019__SRS3591582__bin.20.fa,867_4,38.02077956880226
LeechJ_2020__ERS3967734__bin.8.fa,868_0,87.68117061539411
MASTER_WP4_FFoQSI_1__DC18-F-AC__bin.3.fa,869_1,99.95781028105631
DuruIC_2018__ERS2061100__bin.2.fa,869_2,97.80010143932311
CM_UNINA_FFOOD__FFOOD_408__bin.5.fa,869_3,101.29370191750539
CM_UNINA_FFOOD__FFOOD_410__bin.2.fa,869_4,98.80965993918203
MASTER_WP4_FFoQSI_2__VB05-27__bin.5.fa,869_5,101.1358195153287
MASTER_WP4_UNINA_1__PA002_73417__bin.5.fa,869_6,101.22102663634779
MAG_469.fa,869_7,101.23441422804652
DeFilippisF_xxxx__DF_96__bin.13.fa,869_8,92.993113502265
CM_UNINA_FFOOD__FFOOD_389__bin.1.fa,869_9,73.67053012181591
CM_UNINA_FFOOD__FFOOD_314__bin.3.fa,869_10,63.0445016310129
C-R06.bin.5.fa,870_0,62.82347293424343
MASTER_WP4_CSIC_1__P2172_73322__bin.4.fa,871_1,100.23966333379701
MortensenS_xxxx__WK061-2-G-48h-05H4_S119__bin.2.fa,872_1,96.45160818253261
LeechJ_2020__ERS3967715__bin.1.fa,873_0,97.18316823591734
CM_UNINA_FFOOD__FFOOD_326__bin.13.fa,874_0,84.76990479951068
ZhaoCC_2020__SRS5803193__bin.14.fa,875_1,82.58507784602003
FalardeauJ_2023__SRR20811275__bin.8.fa,876_1,74.42050165568202
FalardeauJ_2023__SRR20811276__bin.7.fa,876_2,68.19283649696062
DeFilippisF_xxxx__DF_59__bin.18.fa,876_3,38.81873574847959
ODFM-BA-A-0157-001_Morganella_morganii_FAM24091.fa,877_0,101.61920866581652
LopezSanchezR_2023__SRR13708567__bin.4.fa,878_1,94.582146129979
CM_UNINA_FFOOD__FFOOD_282__bin.13.fa,879_0,82.11039388808295
EBC_133.12.fa,880_0,90.25044810803747
ZhaoCC_2020__SRS5803195__bin.38.fa,881_0,63.443020195866616
LimaC_2020__SRR9640355__bin.4.fa,882_1,66.06048251480416
YasirM_2022__SRR18335007__bin.3.fa,882_2,67.81829378883783
LimaC_2020__SRR9640354__bin.28.fa,882_3,63.19957162398931
EBC_089.16.fa,883_1,95.72569214627921
MacoriG_2019__CS_R4__bin.7.fa,884_1,101.71410270678868
MAG_8.fa,885_1,102.80546834861741
C-R06.bin.10.fa,885_2,87.16159884627285
LimaC_2020__SRR9640353__bin.23.fa,886_1,78.82656238837102
LimaC_2020__SRR9640344__bin.12.fa,886_2,52.660268647182235
MAG_200.fa,887_0,10.033162717195037
EBC_113.1.fa,888_1,96.11896570061195
MotaGutierrezJ_2021__SRR11602143__bin.8.fa,888_2,64.26607674175531
LimaC_2020__SRR9640346__bin.27.fa,888_3,56.083447097551165
EBC_035.5.fa,889_0,53.61636941373634
LimaC_2020__SRR9640355__bin.24.fa,890_0,46.5865157475512
GCF_011067265.1_ASM1106726v1_genomic.fa,891_0,100.63305069890599
LeechJ_2020__ERS3967715__bin.8.fa,892_0,100.0701461591934
AlvarezOrdonezA_xxxx__C02-19__bin.1.fa,893_1,65.8280682029353
AlvarezOrdonezA_xxxx__C05-19__bin.11.fa,893_2,51.65861333627704
MAG_197.fa,893_3,53.7850581765755
AlvarezOrdonezA_xxxx__Q04-21__bin.16.fa,894_1,100.6817588594454
LeechJ_2020__ERS3967741__bin.13.fa,894_2,88.27374333708153
LeechJ_2020__ERS3967704__bin.2.fa,894_3,80.49414247654332
LeechJ_2020__ERS3967699__bin.1.fa,895_0,97.74215013441925
EBC_030.11.fa,896_1,58.32070107828313
LeechJ_2020__ERS3967711__bin.13.fa,896_2,88.74900517654089
ChaconVargasK_2020__SRS6087088__bin.16.fa,897_0,51.11747201439651
EBC_147.23.fa,898_0,74.68759580097603
FalardeauJ_2023__SRR20811276__bin.13.fa,899_1,101.73974086813762
MacoriG_2019__CS_R36__bin.1.fa,899_2,94.86154186670699
FalardeauJ_2023__SRR20811137__bin.9.fa,899_3,101.96137208216442
AlvarezOrdonezA_xxxx__Q02-27__bin.6.fa,899_4,66.60056791762933
MASTER_WP4_UNINA_1__GO001_73417__bin.5.fa,899_5,66.23923234302073
Wy2_bin.circ.3.fa,900_1,101.65849614812436
MASTER_WP4_CSIC_2__P2587__bin.8.fa,900_2,85.79316774640004
AlvarezOrdonezA_xxxx__Q02-29__bin.13.fa,900_3,95.30275674789426
FalardeauJ_2023__SRR20811283__bin.7.fa,900_4,101.64733092919519
AlvarezOrdonezA_xxxx__Q08-23__bin.2.fa,900_5,55.66830967841184
ChaconVargasK_2020__SRS6087090__bin.6.fa,900_6,60.69414437932535
ChaconVargasK_2020__SRS6087091__bin.6.fa,900_7,55.236984710135026
ChaconVargasK_2020__SRS6087089__bin.15.fa,900_8,50.79671598104745
ChaconVargasK_2020__SRS6087088__bin.4.fa,900_9,58.5945792483529
AlvarezOrdonezA_xxxx__Q03-21__bin.9.fa,901_1,75.59036363948782
SEM_47_S64.44.fa,901_2,64.02188300006698
AlvarezOrdonezA_xxxx__Q02-27__bin.12.fa,902_0,88.7884671643724
MASTER_WP4_UNINA_2__O-25.1__bin.19.fa,903_0,78.23089260926453
LimaC_2020__SRR9640355__bin.30.fa,904_1,100.68656962422382
GCF_900187015.1_50465_F01_genomic.fa,904_2,101.32841773631566
EBC_145.4.fa,905_1,89.53022016417034
WalshAM_2020__ERS3466774__bin.1.fa,905_2,84.68894946170374
AlvarezOrdonezA_xxxx__Q05-21__bin.11.fa,905_3,52.54000493152208
MASTER_WP4_TEAGASC_1__TGS08-29__bin.64.fa,905_4,97.13935319384746
AlvarezOrdonezA_xxxx__Q04-30__bin.13.fa,905_5,97.1509782275329
MASTER_WP4_TEAGASC_1__TGS14-22__bin.40.fa,905_6,71.66604300379825
MASTER_WP4_CSIC_2__P2623__bin.26.fa,905_7,50.12087380205428
MASTER_WP4_CSIC_1__P2138_73322__bin.8.fa,905_8,44.47055310725199
LeechJ_2020__ERS3967741__bin.11.fa,906_1,83.2899468443401
SEM_47_S64.31.fa,906_2,51.608985583241456
MAG_439.fa,906_3,60.899874840424495
MAG_89.fa,906_4,86.70386391830596
MAG_56.fa,906_5,66.97853390283274
We6_bin.full.92.fa,906_6,96.0275185795308
MAG_13.fa,906_7,18.012848606681302
MASTER_WP4_CSIC_2__P2584__bin.4.fa,907_0,94.319230239671
Peaso_bin.1.fa,908_1,52.50238294235195
XieM_2019__SAMC044639__bin.32.fa,908_2,89.55069515777262
SEM_44_S61.1.fa,908_3,96.17062399669828
MotaGutierrezJ_2021__SRR11602150__bin.23.fa,909_0,57.539344443345065
EBC_140.10.fa,910_0,45.77700058384078
LimaC_2020__SRR9640353__bin.7.fa,911_1,43.03245757376993
LimaC_2020__SRR9640355__bin.26.fa,911_2,59.366020655356046
LimaC_2020__SRR9640356__bin.6.fa,911_3,52.34017214987724
LimaC_2020__SRR9640346__bin.23.fa,911_4,38.65905415081528
LimaC_2020__SRR9640344__bin.1.fa,911_5,38.6525224372757
MotaGutierrezJ_2021__SRR11602140__bin.22.fa,912_1,64.31996385514574
MotaGutierrezJ_2021__SRR11602149__bin.11.fa,912_2,64.21972059856685
MASTER_WP4_CSIC_2__P2623__bin.59.fa,913_0,65.85998375369559
MAG_331.fa,914_0,17.9940081705946
EBC_144.5.fa,915_1,60.35343904831543
LeechJ_xxxx__AF73__bin.2.fa,915_2,90.37010182599528
LeechJ_xxxx__AF73__bin.1.fa,916_0,88.52442496704373
EBC_082.15.fa,917_1,71.5071951574471
MAG_136.fa,917_2,45.484628326019454
LeechJ_xxxx__AF74__bin.1.fa,917_3,69.58335145578916
LeechJ_xxxx__AF76__bin.15.fa,918_1,78.47003587434799
P.1_bin.1.fa,918_2,96.82511017662743
PfeferT_xxxx__SRS2870590__bin.3.fa,919_1,90.48566215217103
PfeferT_xxxx__SRS2870571__bin.2.fa,919_2,55.33336739893665
CM_UNINA_FFOOD__FFOOD_226__bin.10.fa,919_3,85.62586776521893
MASTER_WP4_FFoQSI_2__VB15-22__bin.13.fa,919_4,80.71977315831055
MASTER_WP4_FFoQSI_2__VB04-25__bin.7.fa,919_5,100.21495309579495
CM_UNINA_FFOOD__FFOOD_251__bin.12.fa,919_6,91.69847805091379
MAG_122.fa,919_7,100.88835357401973
MASTER_WP4_UNINA_1__PM002_71775__bin.11.fa,919_8,83.8357133901934
LeechJ_2020__ERS3967688__bin.2.fa,919_9,101.73285543175578
DeFilippisF_xxxx__DF_16__bin.5.fa,919_10,92.2035590895357
MASTER_WP4_UNINA_2__O-23.1__bin.11.fa,919_11,82.19881328593918
YouL_2022__SRR13308523__bin.54.fa,919_12,39.383426184756125
MASTER_WP4_FFoQSI_3__VB07-22__bin.13.fa,919_13,77.37333202563616
PfeferT_xxxx__SRS2870591__bin.4.fa,919_14,48.486632596437346
FontanaF_2023__SRR20746822__bin.3.fa,919_15,65.94638985350448
WalshAM_2017__ERS1739838__bin.2.fa,919_16,50.825213942512505
MAG_10.fa,919_17,43.92379936486062
MASTER_WP4_FFoQSI_2__VB11-22__bin.10.fa,919_18,52.1296943320005
MASTER_WP4_FFoQSI_3__VB07-25__bin.4.fa,919_19,50.51565492455368
CM_UNINA_FFOOD__FFOOD_340__bin.13.fa,919_20,81.65570495783359
MAG_426.fa,920_1,100.55803826164195
MAG_580.fa,920_2,86.79389998828741
MASTER_WP4_CSIC_2__P2619__bin.38.fa,920_3,91.54146355313533
XieM_2019__SAMC044639__bin.31.fa,920_4,68.15308908566139
EBC_031.14.fa,921_0,57.674695003322455
FontanaF_2023__SRR20746882__bin.3.fa,922_1,70.12655655211913
XieM_2019__SAMC044639__bin.28.fa,922_2,54.29351502795715
CM_UNINA_FFOOD__FFOOD_289__bin.32.fa,922_3,74.04024192321002
MAG_442.fa,923_1,70.97958872364742
MAG_443.fa,923_2,10.690805401076817
EBC_140.5.fa,923_3,90.34772179397555
MASTER_WP4_UNINA_2__I-22__bin.4.fa,923_4,51.73227266540155
LeechJ_xxxx__AF84__bin.30.fa,923_5,96.83216156481808
MASTER_WP4_TEAGASC_1__TGS08-29__bin.65.fa,923_6,65.83740030846259
LeechJ_2020__ERS3967707__bin.4.fa,923_7,72.37697438302236
AlvarezOrdonezA_xxxx__Q04-21__bin.11.fa,924_0,79.48453173300526
MAG_576.fa,925_1,73.14176090552735
MAG_40.fa,925_2,98.58991954416611
MASTER_WP4_CSIC_1__P2235_73323__bin.23.fa,925_3,96.89418331267731
GonzalezOrozcoB_2023__SRR19505782__bin.1.fa,925_4,63.35481564779034
PfeferT_xxxx__SRS2870592__bin.6.fa,925_5,60.21054939797741
LeechJ_2020__ERS3967698__bin.1.fa,925_6,99.57467394202571
FontanaF_2023__SRR20746854__bin.2.fa,925_7,102.23710906057028
FontanaF_2023__SRR20746976__bin.1.fa,925_8,47.45045454103261
XieM_2019__SAMC044639__bin.9.fa,925_9,97.77669722297867
DeFilippisF_xxxx__DF_79__bin.11.fa,926_1,83.55217173115052
PfeferT_xxxx__SRS2870569__bin.4.fa,926_2,82.66812850483376
FontanaF_2023__SRR20746869__bin.1.fa,926_3,64.1674205975317
LeechJ_xxxx__AF89__bin.7.fa,926_4,70.54132003753388
LiZ_2019__SRS3379157__bin.3.fa,926_5,97.5415322001678
YouL_2022__SRR13308526__bin.24.fa,927_0,70.23143180811986
MAG_183.fa,928_0,83.12396110336526
MAG_579.fa,929_0,36.51348756943393
MASTER_WP4_CSIC_2__P2596__bin.6.fa,930_1,96.17268978033835
MASTER_WP4_UNINA_2__O-25.1__bin.1.fa,930_2,62.37212273794381
LeechJ_2020__ERS3967701__bin.1.fa,931_0,98.46230973184107
MAG_6.fa,932_1,62.51584483284276
WalshAM_2017__ERS1739839__bin.4.fa,932_2,51.58146811529517
EBC_134.7.fa,932_3,85.08369761784004
YouL_2022__SRR13308523__bin.9.fa,932_4,49.95611932871383
MASTER_WP4_FFoQSI_3__VB02-22__bin.4.fa,932_5,77.05694939563121
MAG_5.fa,932_6,75.1825048148037
MAG_19.fa,932_7,99.1172454216895
MASTER_WP4_FFoQSI_3__VB14-25__bin.2.fa,932_8,91.51390028150905
WalshAM_2017__ERS1739833__bin.2.fa,932_9,86.5116412927033
LeechJ_xxxx__AF34__bin.8.fa,932_10,72.38423867236058
WalshAM_2017__ERS1739831__bin.1.fa,932_11,77.47824406545558
SulaimanJ_2014__SRS398266__bin.1.fa,932_12,69.41368511398109
MASTER_WP4_FFoQSI_3__VB13-26__bin.1.fa,932_13,60.31941313146923
MAG_96.fa,932_14,75.27301612391452
LeechJ_2020__ERS3967689__bin.3.fa,932_15,51.76327767783273
FontanaF_2023__SRR20746851__bin.6.fa,933_1,96.58621991316937
DeFilippisF_xxxx__DS_112__bin.5.fa,933_2,93.02751125906484
CM_UNINA_FFOOD__FFOOD_289__bin.25.fa,933_3,61.74530038674251
EBC_134.6.fa,933_4,92.2807208609707
MASTER_WP4_CSIC_2__P2587__bin.9.fa,934_1,97.82602959081058
DeFilippisF_xxxx__DF_5__bin.3.fa,934_2,92.20731183097783
MASTER_WP4_CSIC_2__P2586__bin.19.fa,934_3,58.79669469456086
LeechJ_2020__ERS3967698__bin.4.fa,934_4,46.78585734162394
AlvarezOrdonezA_xxxx__Q02-30__bin.22.fa,935_1,88.06014053542414
YouL_2022__SRR13308523__bin.1.fa,935_2,38.753161382544974
AlvarezOrdonezA_xxxx__Q08-21__bin.1.fa,935_3,57.397300338840104
YulandiA_2020__SRS6115053__bin.6.fa,936_0,52.62483608259839
EBC_080.1.fa,937_0,80.37686567286906
WolfeBE_2014__932_Robiola_due_Latte__bin.6.fa,938_0,92.80105560816266
EBC_095.37.fa,939_0,60.026514327192956
EBC_140.1.fa,940_0,93.61015411983502
LeechJ_xxxx__AF27__bin.4.fa,941_0,42.45070269379024
LiZ_2018__SRS2920550__bin.22.fa,942_1,96.0322998645939
CM_UNINA_FFOOD__FFOOD_251__bin.10.fa,943_1,95.13789239166267
Imad_S-7-b.bin.11.fa,943_2,79.61597541312962
CM_UNINA_FFOOD__FFOOD_284__bin.13.fa,943_3,75.20065460444978
MASTER_WP4_UNINA_2__V-21__bin.24.fa,943_4,75.34027769743116
CM_UNINA_FFOOD__FFOOD_260__bin.12.fa,944_1,98.11951937414948
AlvarezOrdonezA_xxxx__R01-19__bin.1.fa,944_2,62.06159538141064
MAG_16.fa,945_0,96.52999639639431
MAG_98.fa,946_0,64.10321715981448
LeechJ_2020__ERS3967715__bin.5.fa,947_1,88.86756658245005
MAG_549.fa,948_0,97.65022205742007
AlvarezOrdonezA_xxxx__Q01-22__bin.2.fa,949_1,57.800953971522326
MASTER_WP4_CSIC_1__P2137_73322__bin.62.fa,949_2,97.59925819185514
MASTER_WP4_FFoQSI_1__DC18-032__bin.18.fa,949_3,97.88659644598272
MAG_161.fa,950_0,99.48575192026131
MAG_484.fa,951_1,85.96979787923497
MAG_486.fa,951_2,44.955791850490535
MASTER_WP4_FFoQSI_1__VB-05-BD__bin.32.fa,951_3,73.41982673001384
MASTER_WP4_FFoQSI_1__RC17-F-AR__bin.31.fa,952_1,77.14258029989665
MASTER_WP4_FFoQSI_1__VB-12D__bin.20.fa,953_1,98.85052653831569
MASTER_WP4_FFoQSI_1__VB-16-BD__bin.54.fa,953_2,81.03468312241098
MASTER_WP4_FFoQSI_1__VB-16-M16__bin.4.fa,953_3,97.19955350184284
MASTER_WP4_UNINA_1__PU010_71775__bin.4.fa,953_4,66.1841533644959
WolfeBE_2014__679_Raclette__bin.1.fa,953_5,58.88616369473267
MASTER_WP4_FFoQSI_1__VB-06-AD__bin.22.fa,954_1,96.78691977795378
MASTER_WP4_FFoQSI_1__RC17-F-BR__bin.8.fa,954_2,80.92010238607574
AlvarezOrdonezA_xxxx__Q01-22__bin.24.fa,954_3,73.36380757129919
MASTER_WP4_CSIC_1__P2136_73322__bin.16.fa,954_4,53.83349754745248
AlvarezOrdonezA_xxxx__Q08-22__bin.27.fa,954_5,62.738981171329165
MASTER_WP4_TEAGASC_1__TGS13-22__bin.32.fa,955_0,61.208950595617
LeechJ_xxxx__AF55__bin.6.fa,956_0,84.6566171808622
MASTER_WP4_FFoQSI_1__RC17-032__bin.3.fa,957_1,86.97619505458616
MASTER_WP4_FFoQSI_3__VB14-22__bin.20.fa,957_2,73.71704953067054
AlvarezOrdonezA_xxxx__Q01-22__bin.3.fa,957_3,63.06747951501371
AlvarezOrdonezA_xxxx__Q07-22__bin.15.fa,958_0,91.63500892909282
MASTER_WP4_CSIC_1__P2136_73322__bin.3.fa,959_0,93.71097170442107
LeechJ_2020__ERS3967688__bin.4.fa,960_0,65.16181845114545
MASTER_WP4_CSIC_1__P2233_73323__bin.10.fa,961_1,61.1560466030561
MASTER_WP4_CSIC_1__P2235_73323__bin.20.fa,961_2,67.24339887987003
YulandiA_2020__SRS6115052__bin.2.fa,962_0,95.16813172240018
DeFilippisF_xxxx__DS_112__bin.21.fa,963_1,97.87703352797533
MAG_482.fa,964_0,94.47691498814477
LeechJ_2020__ERS3967690__bin.3.fa,965_0,65.34586951884421
SEM_41_S58.18.fa,966_0,68.31595499021006
FalardeauJ_2023__SRR20811134__bin.11.fa,967_1,98.67008997643258
MASTER_WP4_CSIC_1__P2146_73322__bin.14.fa,968_1,55.59051361342415
MASTER_WP4_CSIC_1__P2142_73322__bin.5.fa,968_2,56.171306260025894
MASTER_WP4_CSIC_1__P2143_73322__bin.12.fa,968_3,43.9321187903924
FontanaF_2023__SRR20746977__bin.2.fa,968_4,36.59178137684954
GCF_900618535.1_TH39_genomic.fa,968_5,102.03859016206478
MASTER_WP4_UNINA_2__V-28__bin.15.fa,968_6,58.871049817010885
MASTER_WP4_UNINA_2__V-24.1__bin.9.fa,968_7,60.60564286597855
WolfeBE_2014__932_Robiola_due_Latte__bin.4.fa,968_8,45.99394723461466
MASTER_WP4_UNINA_2__V-23.1__bin.9.fa,968_9,59.86485826688037
MASTER_WP4_UNINA_2__V-25.1__bin.10.fa,968_10,56.36373039046681
AlvarezOrdonezA_xxxx__R04-19__bin.8.fa,968_11,38.65817550102972
MASTER_WP4_UNINA_2__V-23__bin.14.fa,968_12,64.37196010791985
MASTER_WP4_UNINA_2__V-24__bin.17.fa,968_13,60.39928598487261
MASTER_WP4_UNINA_2__V-26__bin.18.fa,968_14,62.84389028797414
MASTER_WP4_TEAGASC_1__TGS07-21__bin.8.fa,968_15,69.22825065692123
MASTER_WP4_UNINA_1__ST007_71775__bin.7.fa,969_1,85.50249895857938
MagliuloR_2024__SRR28235345__bin.5.fa,970_0,45.23509495314278
MASTER_WP4_UNINA_1__CS001_71775__bin.6.fa,971_1,92.18995461518725
AlvarezOrdonezA_xxxx__Q03-21__bin.7.fa,971_2,47.524124181364776
AlvarezOrdonezA_xxxx__Q07-21__bin.1.fa,971_3,57.80737749919403
MASTER_WP4_FFoQSI_2__VB08-21__bin.6.fa,971_4,80.28701891917575
MASTER_WP4_CSIC_1__P2143_73322__bin.15.fa,971_5,42.56042240003855
WalshL_xxxx__D9__bin.6.fa,972_1,96.50037655300544
WalshL_xxxx__F12__bin.1.fa,972_2,75.58851593906066
WalshL_xxxx__F4__bin.2.fa,972_3,53.01628782875627
WolfeBE_2014__932_Robiola_due_Latte__bin.8.fa,972_4,44.85607440292362
WalshL_xxxx__F1__bin.3.fa,972_5,51.437494092562424
LeechJ_2020__ERS3967726__bin.2.fa,972_6,50.787849442359445
WalshL_xxxx__H4__bin.3.fa,972_7,38.802945994008816
MASTER_WP4_CSIC_2__P2583__bin.4.fa,972_8,57.184978967576996
YasirM_2022__SRR18335007__bin.1.fa,972_9,52.36479540111165
LeechJ_2020__ERS3967699__bin.2.fa,973_0,97.68100909794047
FontanaF_2023__SRR20746974__bin.3.fa,974_0,57.36667428437454
CM_UNINA_FFOOD__FFOOD_277__bin.14.fa,975_1,38.79585993869952
OlgaP_2019__SRR11909887__bin.1.fa,976_1,100.50233381027992
DeFilippisF_xxxx__DF_114__bin.9.fa,976_2,82.01461735979403
MASTER_WP4_CSIC_1__P2187_73322__bin.4.fa,976_3,82.56879245355397
MASTER_WP4_CSIC_1__P2184_73322__bin.5.fa,976_4,93.70129469421111
MASTER_WP4_FFoQSI_2__VB04-21__bin.1.fa,976_5,89.67879538130734
MASTER_WP4_UNINA_1__CS005_71775__bin.4.fa,976_6,79.09091036749568
FontanaF_2023__SRR20746977__bin.6.fa,976_7,37.42490474173949
MASTER_WP4_UNINA_1__AS202_73417__bin.6.fa,976_8,69.96642558090612
DeFilippisF_xxxx__DF_28__bin.4.fa,976_9,90.64456659918807
WalshL_xxxx__U2__bin.1.fa,976_10,80.56614472502295
FontanaF_2023__SRR20746861__bin.10.fa,976_11,51.75443847640395
LiZ_2018__SRS2920554__bin.7.fa,977_1,96.702548127611
WalshL_xxxx__Q3__bin.4.fa,978_1,90.26507736782904
MASTER_WP4_TEAGASC_1__TGS09-25__bin.2.fa,978_2,94.97954442724503
MASTER_WP4_TEAGASC_1__TGS09-26__bin.5.fa,978_3,58.89279232424083
CM_UNINA_FFOOD__FFOOD_266__bin.6.fa,978_4,73.65076534670153
CM_UNINA_FFOOD__FFOOD_230__bin.2.fa,979_1,78.43639200266304
AlvarezOrdonezA_xxxx__Q04-26__bin.13.fa,979_2,82.67835307951191
CM_UNINA_FFOOD__FFOOD_237__bin.5.fa,979_3,75.05223567648619
MASTER_WP4_CSIC_2__P2485__bin.4.fa,979_4,73.08246325451006
MASTER_WP4_CSIC_2__P2481__bin.7.fa,979_5,61.180805624766535
MASTER_WP4_CSIC_2__P2479__bin.4.fa,979_6,53.81851950453659
AlvarezOrdonezA_xxxx__C02-19__bin.3.fa,979_7,75.39328240385586
MASTER_WP4_CSIC_1__P2224_73323__bin.3.fa,979_8,37.9891319424497
MASTER_WP4_UNINA_2__M-27__bin.4.fa,979_9,57.70391369320487
MASTER_WP4_UNINA_2__M-30__bin.10.fa,979_10,63.07152062484834
MASTER_WP4_UNINA_1__AS107_71775__bin.1.fa,979_11,77.29558124339171
LeechJ_xxxx__AF54__bin.1.fa,979_12,97.22163785587172
ODFM-BA-A-0132-001_Pseudomonas_lactis_ITEM_17295.fa,979_13,97.13266654955956
MASTER_WP4_UNINA_1__MV011_71775__bin.6.fa,979_14,50.767473002654
MASTER_WP4_UNINA_1__PR202_71775__bin.2.fa,979_15,38.62684544358801
MASTER_WP4_CSIC_2__P2502__bin.5.fa,979_16,49.873209539709165
LeechJ_2020__ERS3967699__bin.4.fa,980_0,59.34434755376255
LeechJ_2020__ERS3967699__bin.8.fa,981_0,53.98539381865419
DeFilippisF_xxxx__DF_16__bin.4.fa,982_0,74.45135381309986
