genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
MASTER_WP4_FFoQSI_1__DC18-032__bin.18.fa,949_1,0.050000000000000044,average,fastANI,949
MAG_161.fa,950_0,0.050000000000000044,average,fastANI,950
MAG_484.fa,951_1,0.050000000000000044,average,fastANI,951
MAG_486.fa,951_1,0.050000000000000044,average,fastANI,951
MASTER_WP4_FFoQSI_1__VB-05-BD__bin.32.fa,951_2,0.050000000000000044,average,fastANI,951
MASTER_WP4_FFoQSI_1__RC17-F-AR__bin.31.fa,952_1,0.050000000000000044,average,fastANI,952
MASTER_WP4_FFoQSI_1__RC17-F-BR__bin.9.fa,952_1,0.050000000000000044,average,fastANI,952
MASTER_WP4_FFoQSI_1__VB-09-AG__bin.33.fa,953_1,0.050000000000000044,average,fastANI,953
MASTER_WP4_FFoQSI_1__VB-12D__bin.20.fa,953_1,0.050000000000000044,average,fastANI,953
MASTER_WP4_FFoQSI_1__VB-16-AG__bin.36.fa,953_1,0.050000000000000044,average,fastANI,953
MASTER_WP4_FFoQSI_1__VB-16-BD__bin.54.fa,953_1,0.050000000000000044,average,fastANI,953
MASTER_WP4_FFoQSI_1__VB-16-M15__bin.36.fa,953_1,0.050000000000000044,average,fastANI,953
MASTER_WP4_FFoQSI_1__VB-16-M16__bin.4.fa,953_1,0.050000000000000044,average,fastANI,953
MASTER_WP4_FFoQSI_1__VB12-F-AR__bin.14.fa,953_1,0.050000000000000044,average,fastANI,953
MASTER_WP4_FFoQSI_1__VB12-F-BR__bin.31.fa,953_1,0.050000000000000044,average,fastANI,953
MASTER_WP4_FFoQSI_3__VB09-30__bin.63.fa,953_1,0.050000000000000044,average,fastANI,953
MASTER_WP4_UNINA_1__FO007_71775__bin.1.fa,953_1,0.050000000000000044,average,fastANI,953
MASTER_WP4_UNINA_1__PU010_71775__bin.4.fa,953_1,0.050000000000000044,average,fastANI,953
WolfeBE_2014__679_Raclette__bin.1.fa,953_2,0.050000000000000044,average,fastANI,953
MASTER_WP4_FFoQSI_1__VB-06-AD__bin.22.fa,954_1,0.050000000000000044,average,fastANI,954
MASTER_WP4_FFoQSI_1__VB-06-BG__bin.39.fa,954_1,0.050000000000000044,average,fastANI,954
MASTER_WP4_FFoQSI_1__VB-06-M1__bin.23.fa,954_1,0.050000000000000044,average,fastANI,954
MASTER_WP4_FFoQSI_1__VB-06-M2__bin.24.fa,954_1,0.050000000000000044,average,fastANI,954
MASTER_WP4_FFoQSI_1__VB-15-AG__bin.14.fa,954_1,0.050000000000000044,average,fastANI,954
MASTER_WP4_FFoQSI_2__VB06-29__bin.29.fa,954_1,0.050000000000000044,average,fastANI,954
MASTER_WP4_FFoQSI_2__VB06-30__bin.18.fa,954_1,0.050000000000000044,average,fastANI,954
MASTER_WP4_FFoQSI_2__VB08-30__bin.3.fa,954_1,0.050000000000000044,average,fastANI,954
MASTER_WP4_FFoQSI_2__VB11-29__bin.25.fa,954_1,0.050000000000000044,average,fastANI,954
MASTER_WP4_FFoQSI_2__VB11-30__bin.1.fa,954_1,0.050000000000000044,average,fastANI,954
MASTER_WP4_FFoQSI_2__VB15-30__bin.37.fa,954_1,0.050000000000000044,average,fastANI,954
MASTER_WP4_FFoQSI_3__VB07-30__bin.1.fa,954_1,0.050000000000000044,average,fastANI,954
MASTER_WP4_FFoQSI_3__VB08-29__bin.20.fa,954_1,0.050000000000000044,average,fastANI,954
MASTER_WP4_FFoQSI_3__VB13-29__bin.50.fa,954_1,0.050000000000000044,average,fastANI,954
MASTER_WP4_FFoQSI_3__VB13-30__bin.20.fa,954_1,0.050000000000000044,average,fastANI,954
QuijadaN_2022__ERR7245779__bin.13.fa,954_1,0.050000000000000044,average,fastANI,954
AlvarezOrdonezA_xxxx__Q01-22__bin.24.fa,954_2,0.050000000000000044,average,fastANI,954
AlvarezOrdonezA_xxxx__Q08-22__bin.27.fa,954_2,0.050000000000000044,average,fastANI,954
MASTER_WP4_CSIC_1__P2136_73322__bin.16.fa,954_2,0.050000000000000044,average,fastANI,954
MASTER_WP4_FFoQSI_1__RC17-F-AR__bin.45.fa,954_2,0.050000000000000044,average,fastANI,954
MASTER_WP4_FFoQSI_1__RC17-F-BR__bin.8.fa,954_2,0.050000000000000044,average,fastANI,954
MASTER_WP4_TEAGASC_1__TGS13-22__bin.32.fa,955_0,0.050000000000000044,average,fastANI,955
LeechJ_xxxx__AF55__bin.6.fa,956_0,0.050000000000000044,average,fastANI,956
AlvarezOrdonezA_xxxx__Q01-22__bin.3.fa,957_1,0.050000000000000044,average,fastANI,957
MASTER_WP4_FFoQSI_1__RC17-032__bin.3.fa,957_1,0.050000000000000044,average,fastANI,957
MASTER_WP4_FFoQSI_3__VB14-22__bin.20.fa,957_1,0.050000000000000044,average,fastANI,957
AlvarezOrdonezA_xxxx__Q07-22__bin.15.fa,958_0,0.050000000000000044,average,fastANI,958
MASTER_WP4_CSIC_1__P2136_73322__bin.3.fa,959_0,0.050000000000000044,average,fastANI,959
LeechJ_2020__ERS3967688__bin.4.fa,960_0,0.050000000000000044,average,fastANI,960
MASTER_WP4_CSIC_1__P2233_73323__bin.10.fa,961_1,0.050000000000000044,average,fastANI,961
MASTER_WP4_CSIC_1__P2235_73323__bin.20.fa,961_1,0.050000000000000044,average,fastANI,961
YulandiA_2020__SRS6115052__bin.2.fa,962_0,0.050000000000000044,average,fastANI,962
DeFilippisF_xxxx__DS_103__bin.1.fa,963_1,0.050000000000000044,average,fastANI,963
DeFilippisF_xxxx__DS_111__bin.20.fa,963_1,0.050000000000000044,average,fastANI,963
DeFilippisF_xxxx__DS_112__bin.21.fa,963_1,0.050000000000000044,average,fastANI,963
MAG_482.fa,964_0,0.050000000000000044,average,fastANI,964
LeechJ_2020__ERS3967690__bin.3.fa,965_0,0.050000000000000044,average,fastANI,965
SEM_41_S58.18.fa,966_0,0.050000000000000044,average,fastANI,966
FalardeauJ_2023__SRR20811133__bin.8.fa,967_1,0.050000000000000044,average,fastANI,967
FalardeauJ_2023__SRR20811134__bin.11.fa,967_1,0.050000000000000044,average,fastANI,967
FalardeauJ_2023__SRR20811275__bin.9.fa,967_1,0.050000000000000044,average,fastANI,967
FalardeauJ_2023__SRR20811278__bin.2.fa,967_1,0.050000000000000044,average,fastANI,967
AlvarezOrdonezA_xxxx__R04-19__bin.8.fa,968_1,0.050000000000000044,average,fastANI,968
FontanaF_2023__SRR20746977__bin.2.fa,968_1,0.050000000000000044,average,fastANI,968
GCF_900618535.1_TH39_genomic.fa,968_1,0.050000000000000044,average,fastANI,968
MASTER_WP4_CSIC_1__P2142_73322__bin.5.fa,968_1,0.050000000000000044,average,fastANI,968
MASTER_WP4_CSIC_1__P2143_73322__bin.12.fa,968_1,0.050000000000000044,average,fastANI,968
MASTER_WP4_CSIC_1__P2145_73322__bin.20.fa,968_1,0.050000000000000044,average,fastANI,968
MASTER_WP4_CSIC_1__P2146_73322__bin.14.fa,968_1,0.050000000000000044,average,fastANI,968
MASTER_WP4_CSIC_2__P2543__bin.10.fa,968_1,0.050000000000000044,average,fastANI,968
MASTER_WP4_UNINA_2__V-23.1__bin.9.fa,968_1,0.050000000000000044,average,fastANI,968
MASTER_WP4_UNINA_2__V-23__bin.14.fa,968_1,0.050000000000000044,average,fastANI,968
MASTER_WP4_UNINA_2__V-24.1__bin.9.fa,968_1,0.050000000000000044,average,fastANI,968
MASTER_WP4_UNINA_2__V-24__bin.17.fa,968_1,0.050000000000000044,average,fastANI,968
MASTER_WP4_UNINA_2__V-25.1__bin.10.fa,968_1,0.050000000000000044,average,fastANI,968
MASTER_WP4_UNINA_2__V-26.1__bin.18.fa,968_1,0.050000000000000044,average,fastANI,968
MASTER_WP4_UNINA_2__V-26__bin.18.fa,968_1,0.050000000000000044,average,fastANI,968
MASTER_WP4_UNINA_2__V-28__bin.15.fa,968_1,0.050000000000000044,average,fastANI,968
WolfeBE_2014__932_Robiola_due_Latte__bin.4.fa,968_1,0.050000000000000044,average,fastANI,968
MASTER_WP4_TEAGASC_1__TGS07-21__bin.8.fa,968_2,0.050000000000000044,average,fastANI,968
LeechJ_2020__ERS3967741__bin.12.fa,969_1,0.050000000000000044,average,fastANI,969
MASTER_WP4_UNINA_1__ST007_71775__bin.7.fa,969_1,0.050000000000000044,average,fastANI,969
MagliuloR_2024__SRR28235345__bin.5.fa,970_0,0.050000000000000044,average,fastANI,970
AlvarezOrdonezA_xxxx__Q03-21__bin.7.fa,971_1,0.050000000000000044,average,fastANI,971
AlvarezOrdonezA_xxxx__Q07-21__bin.1.fa,971_1,0.050000000000000044,average,fastANI,971
MASTER_WP4_CSIC_1__P2143_73322__bin.15.fa,971_1,0.050000000000000044,average,fastANI,971
MASTER_WP4_FFoQSI_2__VB08-21__bin.6.fa,971_1,0.050000000000000044,average,fastANI,971
MASTER_WP4_FFoQSI_2__VB15-21__bin.5.fa,971_1,0.050000000000000044,average,fastANI,971
MASTER_WP4_UNINA_1__CS001_71775__bin.6.fa,971_1,0.050000000000000044,average,fastANI,971
LeechJ_2020__ERS3967726__bin.2.fa,972_1,0.050000000000000044,average,fastANI,972
MASTER_WP4_CSIC_2__P2583__bin.4.fa,972_1,0.050000000000000044,average,fastANI,972
WalshL_xxxx__B2__bin.1.fa,972_1,0.050000000000000044,average,fastANI,972
WalshL_xxxx__B4__bin.1.fa,972_1,0.050000000000000044,average,fastANI,972
WalshL_xxxx__D8__bin.4.fa,972_1,0.050000000000000044,average,fastANI,972
WalshL_xxxx__D9__bin.6.fa,972_1,0.050000000000000044,average,fastANI,972
WalshL_xxxx__E11__bin.1.fa,972_1,0.050000000000000044,average,fastANI,972
WalshL_xxxx__E12__bin.3.fa,972_1,0.050000000000000044,average,fastANI,972
WalshL_xxxx__E2__bin.4.fa,972_1,0.050000000000000044,average,fastANI,972
WalshL_xxxx__F11__bin.6.fa,972_1,0.050000000000000044,average,fastANI,972
WalshL_xxxx__F12__bin.1.fa,972_1,0.050000000000000044,average,fastANI,972
WalshL_xxxx__F1__bin.3.fa,972_1,0.050000000000000044,average,fastANI,972
WalshL_xxxx__F2__bin.3.fa,972_1,0.050000000000000044,average,fastANI,972
WalshL_xxxx__F4__bin.2.fa,972_1,0.050000000000000044,average,fastANI,972
WalshL_xxxx__F8__bin.2.fa,972_1,0.050000000000000044,average,fastANI,972
WalshL_xxxx__H4__bin.3.fa,972_1,0.050000000000000044,average,fastANI,972
WalshL_xxxx__L3__bin.1.fa,972_1,0.050000000000000044,average,fastANI,972
WalshL_xxxx__L4__bin.6.fa,972_1,0.050000000000000044,average,fastANI,972
WalshL_xxxx__N2__bin.5.fa,972_1,0.050000000000000044,average,fastANI,972
WalshL_xxxx__N4__bin.1.fa,972_1,0.050000000000000044,average,fastANI,972
WolfeBE_2014__932_Robiola_due_Latte__bin.8.fa,972_1,0.050000000000000044,average,fastANI,972
YasirM_2022__SRR18335007__bin.1.fa,972_2,0.050000000000000044,average,fastANI,972
LeechJ_2020__ERS3967699__bin.2.fa,973_0,0.050000000000000044,average,fastANI,973
FontanaF_2023__SRR20746974__bin.3.fa,974_0,0.050000000000000044,average,fastANI,974
CM_UNINA_FFOOD__FFOOD_277__bin.14.fa,975_1,0.050000000000000044,average,fastANI,975
MagliuloR_2024__SRR28235357__bin.6.fa,975_1,0.050000000000000044,average,fastANI,975
AlvarezOrdonezA_xxxx__Q02-29__bin.8.fa,976_1,0.050000000000000044,average,fastANI,976
DeFilippisF_xxxx__DF_114__bin.9.fa,976_1,0.050000000000000044,average,fastANI,976
OlgaP_2019__SRR11909516__bin.1.fa,976_1,0.050000000000000044,average,fastANI,976
OlgaP_2019__SRR11909887__bin.1.fa,976_1,0.050000000000000044,average,fastANI,976
OlgaP_2019__SRR11910535__bin.7.fa,976_1,0.050000000000000044,average,fastANI,976
OlgaP_2019__SRR11910536__bin.3.fa,976_1,0.050000000000000044,average,fastANI,976
FontanaF_2023__SRR20746977__bin.6.fa,976_2,0.050000000000000044,average,fastANI,976
MASTER_WP4_CSIC_1__P2182_73322__bin.3.fa,976_2,0.050000000000000044,average,fastANI,976
MASTER_WP4_CSIC_1__P2184_73322__bin.5.fa,976_2,0.050000000000000044,average,fastANI,976
MASTER_WP4_CSIC_1__P2187_73322__bin.4.fa,976_2,0.050000000000000044,average,fastANI,976
MASTER_WP4_CSIC_1__P2189_73322__bin.9.fa,976_2,0.050000000000000044,average,fastANI,976
MASTER_WP4_CSIC_1__P2190_73322__bin.4.fa,976_2,0.050000000000000044,average,fastANI,976
MASTER_WP4_FFoQSI_2__VB04-21__bin.1.fa,976_2,0.050000000000000044,average,fastANI,976
MASTER_WP4_UNINA_1__AS202_73417__bin.6.fa,976_2,0.050000000000000044,average,fastANI,976
MASTER_WP4_UNINA_1__CS005_71775__bin.4.fa,976_2,0.050000000000000044,average,fastANI,976
CM_UNINA_FFOOD__FFOOD_425__bin.1.fa,976_3,0.050000000000000044,average,fastANI,976
DeFilippisF_xxxx__DF_28__bin.4.fa,976_3,0.050000000000000044,average,fastANI,976
WalshL_xxxx__U2__bin.1.fa,976_3,0.050000000000000044,average,fastANI,976
FontanaF_2023__SRR20746861__bin.10.fa,976_4,0.050000000000000044,average,fastANI,976
LiZ_2018__SRS2920550__bin.28.fa,977_1,0.050000000000000044,average,fastANI,977
LiZ_2018__SRS2920552__bin.7.fa,977_1,0.050000000000000044,average,fastANI,977
LiZ_2018__SRS2920553__bin.8.fa,977_1,0.050000000000000044,average,fastANI,977
LiZ_2018__SRS2920554__bin.7.fa,977_1,0.050000000000000044,average,fastANI,977
MASTER_WP4_TEAGASC_1__TGS09-23__bin.2.fa,978_1,0.050000000000000044,average,fastANI,978
MASTER_WP4_TEAGASC_1__TGS09-25__bin.2.fa,978_1,0.050000000000000044,average,fastANI,978
MASTER_WP4_TEAGASC_1__TGS09-26__bin.5.fa,978_1,0.050000000000000044,average,fastANI,978
WalshL_xxxx__Q3__bin.4.fa,978_1,0.050000000000000044,average,fastANI,978
WalshL_xxxx__Q5__bin.3.fa,978_1,0.050000000000000044,average,fastANI,978
CM_UNINA_FFOOD__FFOOD_266__bin.6.fa,978_2,0.050000000000000044,average,fastANI,978
AlvarezOrdonezA_xxxx__Q04-25__bin.4.fa,979_1,0.050000000000000044,average,fastANI,979
AlvarezOrdonezA_xxxx__Q04-26__bin.13.fa,979_1,0.050000000000000044,average,fastANI,979
AlvarezOrdonezA_xxxx__Q04-30__bin.3.fa,979_1,0.050000000000000044,average,fastANI,979
CM_UNINA_FFOOD__FFOOD_230__bin.2.fa,979_1,0.050000000000000044,average,fastANI,979
MASTER_WP4_UNINA_2__I-23__bin.7.fa,979_1,0.050000000000000044,average,fastANI,979
MASTER_WP4_UNINA_2__I-24__bin.5.fa,979_1,0.050000000000000044,average,fastANI,979
MASTER_WP4_UNINA_2__I-25__bin.6.fa,979_1,0.050000000000000044,average,fastANI,979
MASTER_WP4_UNINA_2__I-26__bin.9.fa,979_1,0.050000000000000044,average,fastANI,979
MagliuloR_2024__SRR28235392__bin.2.fa,979_1,0.050000000000000044,average,fastANI,979
AlvarezOrdonezA_xxxx__C02-19__bin.3.fa,979_2,0.050000000000000044,average,fastANI,979
CM_UNINA_FFOOD__FFOOD_237__bin.5.fa,979_2,0.050000000000000044,average,fastANI,979
MASTER_WP4_CSIC_2__P2478__bin.4.fa,979_2,0.050000000000000044,average,fastANI,979
MASTER_WP4_CSIC_2__P2479__bin.4.fa,979_2,0.050000000000000044,average,fastANI,979
MASTER_WP4_CSIC_2__P2481__bin.7.fa,979_2,0.050000000000000044,average,fastANI,979
MASTER_WP4_CSIC_2__P2483__bin.10.fa,979_2,0.050000000000000044,average,fastANI,979
MASTER_WP4_CSIC_2__P2485__bin.4.fa,979_2,0.050000000000000044,average,fastANI,979
MagliuloR_2024__SRR28235370__bin.4.fa,979_2,0.050000000000000044,average,fastANI,979
MASTER_WP4_CSIC_1__P2224_73323__bin.3.fa,979_3,0.050000000000000044,average,fastANI,979
MASTER_WP4_UNINA_1__AS107_71775__bin.1.fa,979_4,0.050000000000000044,average,fastANI,979
MASTER_WP4_UNINA_2__M-27__bin.4.fa,979_4,0.050000000000000044,average,fastANI,979
MASTER_WP4_UNINA_2__M-30__bin.10.fa,979_4,0.050000000000000044,average,fastANI,979
LeechJ_xxxx__AF54__bin.1.fa,979_5,0.050000000000000044,average,fastANI,979
MASTER_WP4_UNINA_1__MV011_71775__bin.6.fa,979_5,0.050000000000000044,average,fastANI,979
MASTER_WP4_UNINA_1__PR202_71775__bin.2.fa,979_5,0.050000000000000044,average,fastANI,979
ODFM-BA-A-0132-001_Pseudomonas_lactis_ITEM_17295.fa,979_5,0.050000000000000044,average,fastANI,979
MASTER_WP4_CSIC_2__P2502__bin.5.fa,979_6,0.050000000000000044,average,fastANI,979
LeechJ_2020__ERS3967699__bin.4.fa,980_0,0.050000000000000044,average,fastANI,980
LeechJ_2020__ERS3967699__bin.8.fa,981_0,0.050000000000000044,average,fastANI,981
DeFilippisF_xxxx__DF_16__bin.4.fa,982_0,0.050000000000000044,average,fastANI,982
DeFilippisF_xxxx__DS_103__bin.15.fa,983_1,0.050000000000000044,average,fastANI,983
DeFilippisF_xxxx__DS_111__bin.1.fa,983_1,0.050000000000000044,average,fastANI,983
DeFilippisF_xxxx__DS_112__bin.2.fa,983_1,0.050000000000000044,average,fastANI,983
MASTER_WP4_UNINA_2__O-25.1__bin.33.fa,984_1,0.050000000000000044,average,fastANI,984
MASTER_WP4_UNINA_2__O-26.1__bin.12.fa,984_1,0.050000000000000044,average,fastANI,984
MASTER_WP4_CSIC_2__P2603__bin.13.fa,985_1,0.050000000000000044,average,fastANI,985
WolfeBE_2014__932_Robiola_due_Latte__bin.1.fa,985_1,0.050000000000000044,average,fastANI,985
YulandiA_2020__SRS6115053__bin.26.fa,986_0,0.050000000000000044,average,fastANI,986
DeFilippisF_xxxx__DS_111__bin.14.fa,987_1,0.050000000000000044,average,fastANI,987
DeFilippisF_xxxx__DS_112__bin.13.fa,987_1,0.050000000000000044,average,fastANI,987
CM_UNINA_FFOOD__FFOOD_277__bin.12.fa,988_1,0.050000000000000044,average,fastANI,988
MagliuloR_2024__SRR28235357__bin.10.fa,988_1,0.050000000000000044,average,fastANI,988
MAG_333.fa,989_0,0.050000000000000044,average,fastANI,989
MASTER_WP4_CSIC_2__P2633__bin.16.fa,990_0,0.050000000000000044,average,fastANI,990
LeechJ_xxxx__AF27__bin.5.fa,991_0,0.050000000000000044,average,fastANI,991
AlvarezOrdonezA_xxxx__Q08-25__bin.9.fa,992_1,0.050000000000000044,average,fastANI,992
MAG_435.fa,992_1,0.050000000000000044,average,fastANI,992
MASTER_WP4_TEAGASC_1__TGS04-28__bin.24.fa,992_1,0.050000000000000044,average,fastANI,992
MASTER_WP4_TEAGASC_1__TGS04-29__bin.9.fa,992_1,0.050000000000000044,average,fastANI,992
MASTER_WP4_TEAGASC_1__TGS04-30__bin.12.fa,992_1,0.050000000000000044,average,fastANI,992
MASTER_WP4_TEAGASC_1__TGS08-29__bin.24.fa,992_1,0.050000000000000044,average,fastANI,992
MASTER_WP4_TEAGASC_1__TGS14-22__bin.8.fa,992_1,0.050000000000000044,average,fastANI,992
MASTER_WP4_UNINA_1__TA012_71775__bin.18.fa,992_1,0.050000000000000044,average,fastANI,992
MacoriG_2019__CS_R30__bin.2.fa,992_1,0.050000000000000044,average,fastANI,992
WalshAM_2020__ERS3466747__bin.1.fa,992_1,0.050000000000000044,average,fastANI,992
WolfeBE_2014__679_Raclette__bin.9.fa,992_1,0.050000000000000044,average,fastANI,992
MAG_465.fa,992_2,0.050000000000000044,average,fastANI,992
ODFM-BA-A-0142-001_Halomonas_nigrificans_MBT_G8648.fa,993_0,0.050000000000000044,average,fastANI,993
AlvarezOrdonezA_xxxx__Q05-22__bin.1.fa,994_1,0.050000000000000044,average,fastANI,994
MASTER_WP4_CSIC_1__P2137_73322__bin.9.fa,994_1,0.050000000000000044,average,fastANI,994
MASTER_WP4_FFoQSI_1__VB-09-BD__bin.29.fa,995_1,0.050000000000000044,average,fastANI,995
MASTER_WP4_FFoQSI_1__VB-09-M8__bin.47.fa,995_1,0.050000000000000044,average,fastANI,995
MASTER_WP4_FFoQSI_1__VB-16-BD__bin.49.fa,995_1,0.050000000000000044,average,fastANI,995
DeFilippisF_xxxx__DF_11__bin.32.fa,995_2,0.050000000000000044,average,fastANI,995
DeFilippisF_xxxx__DF_85__bin.3.fa,995_2,0.050000000000000044,average,fastANI,995
FalardeauJ_2023__SRR20811133__bin.5.fa,995_2,0.050000000000000044,average,fastANI,995
FalardeauJ_2023__SRR20811140__bin.6.fa,995_2,0.050000000000000044,average,fastANI,995
FontanaF_2023__SRR20746930__bin.12.fa,995_2,0.050000000000000044,average,fastANI,995
KastmanEK_2016__CSB387__bin.6.fa,995_2,0.050000000000000044,average,fastANI,995
MAG_102.fa,995_2,0.050000000000000044,average,fastANI,995
MAG_394.fa,995_2,0.050000000000000044,average,fastANI,995
MAG_410.fa,995_2,0.050000000000000044,average,fastANI,995
MacoriG_2019__CS_R7__bin.2.fa,995_2,0.050000000000000044,average,fastANI,995
WalshAM_2020__ERS3466750__bin.1.fa,995_2,0.050000000000000044,average,fastANI,995
We6_bin.full.31.fa,995_2,0.050000000000000044,average,fastANI,995
WolfeBE_2014__380_Stawley__bin.1.fa,995_2,0.050000000000000044,average,fastANI,995
WolfeBE_2014__679_Raclette__bin.10.fa,995_2,0.050000000000000044,average,fastANI,995
CM_UNINA_FFOOD__FFOOD_339__bin.4.fa,996_1,0.050000000000000044,average,fastANI,996
DeFilippisF_xxxx__DF_34__bin.22.fa,996_1,0.050000000000000044,average,fastANI,996
DeFilippisF_xxxx__DF_37__bin.23.fa,996_1,0.050000000000000044,average,fastANI,996
MAG_398.fa,996_1,0.050000000000000044,average,fastANI,996
MAG_639.fa,996_1,0.050000000000000044,average,fastANI,996
MASTER_WP4_FFoQSI_1__KM-5G__bin.26.fa,996_1,0.050000000000000044,average,fastANI,996
MASTER_WP4_FFoQSI_1__RC17-F-AR__bin.33.fa,996_1,0.050000000000000044,average,fastANI,996
MASTER_WP4_FFoQSI_1__RC17-F-BR__bin.6.fa,996_1,0.050000000000000044,average,fastANI,996
MASTER_WP4_FFoQSI_1__VB-05-BD__bin.51.fa,996_1,0.050000000000000044,average,fastANI,996
MASTER_WP4_FFoQSI_1__VB-06-AD__bin.25.fa,996_1,0.050000000000000044,average,fastANI,996
MASTER_WP4_FFoQSI_1__VB-08-AG__bin.8.fa,996_1,0.050000000000000044,average,fastANI,996
MASTER_WP4_FFoQSI_1__VB-08-BD__bin.40.fa,996_1,0.050000000000000044,average,fastANI,996
MASTER_WP4_FFoQSI_1__VB-09-AG__bin.8.fa,996_1,0.050000000000000044,average,fastANI,996
MASTER_WP4_FFoQSI_1__VB-09-BD__bin.27.fa,996_1,0.050000000000000044,average,fastANI,996
MASTER_WP4_FFoQSI_1__VB-09-M7__bin.49.fa,996_1,0.050000000000000044,average,fastANI,996
MASTER_WP4_FFoQSI_1__VB-09-M8__bin.52.fa,996_1,0.050000000000000044,average,fastANI,996
MASTER_WP4_FFoQSI_1__VB-12D__bin.25.fa,996_1,0.050000000000000044,average,fastANI,996
MASTER_WP4_FFoQSI_1__VB-14D__bin.48.fa,996_1,0.050000000000000044,average,fastANI,996
MASTER_WP4_FFoQSI_1__VB-15-AG__bin.1.fa,996_1,0.050000000000000044,average,fastANI,996
MASTER_WP4_FFoQSI_1__VB-15-M10__bin.35.fa,996_1,0.050000000000000044,average,fastANI,996
MASTER_WP4_FFoQSI_1__VB-15-M9__bin.15.fa,996_1,0.050000000000000044,average,fastANI,996
MASTER_WP4_FFoQSI_1__VB-16-AG__bin.16.fa,996_1,0.050000000000000044,average,fastANI,996
MASTER_WP4_FFoQSI_1__VB-16-BD__bin.46.fa,996_1,0.050000000000000044,average,fastANI,996
MASTER_WP4_FFoQSI_1__VB-16-M15__bin.39.fa,996_1,0.050000000000000044,average,fastANI,996
MASTER_WP4_FFoQSI_1__VB-16-M16__bin.33.fa,996_1,0.050000000000000044,average,fastANI,996
MASTER_WP4_FFoQSI_1__VB12-F-AR__bin.30.fa,996_1,0.050000000000000044,average,fastANI,996
MASTER_WP4_FFoQSI_1__VB12-F-BR__bin.39.fa,996_1,0.050000000000000044,average,fastANI,996
MASTER_WP4_FFoQSI_2__VB05-30__bin.26.fa,996_1,0.050000000000000044,average,fastANI,996
MASTER_WP4_FFoQSI_2__VB08-30__bin.2.fa,996_1,0.050000000000000044,average,fastANI,996
MASTER_WP4_FFoQSI_2__VB11-29__bin.7.fa,996_1,0.050000000000000044,average,fastANI,996
MASTER_WP4_FFoQSI_2__VB11-30__bin.7.fa,996_1,0.050000000000000044,average,fastANI,996
MASTER_WP4_FFoQSI_3__VB02-29__bin.3.fa,996_1,0.050000000000000044,average,fastANI,996
MASTER_WP4_FFoQSI_3__VB02-30__bin.31.fa,996_1,0.050000000000000044,average,fastANI,996
MASTER_WP4_FFoQSI_3__VB07-29__bin.8.fa,996_1,0.050000000000000044,average,fastANI,996
MASTER_WP4_FFoQSI_3__VB09-29__bin.48.fa,996_1,0.050000000000000044,average,fastANI,996
MASTER_WP4_FFoQSI_3__VB09-30__bin.61.fa,996_1,0.050000000000000044,average,fastANI,996
MASTER_WP4_UNINA_1__FO007_71775__bin.55.fa,996_1,0.050000000000000044,average,fastANI,996
MASTER_WP4_UNINA_1__PU007_71775__bin.20.fa,996_1,0.050000000000000044,average,fastANI,996
MASTER_WP4_UNINA_1__PU010_71775__bin.33.fa,996_1,0.050000000000000044,average,fastANI,996
QuijadaN_2022__ERR7245779__bin.12.fa,996_1,0.050000000000000044,average,fastANI,996
WalshAM_2020__ERS3466774__bin.5.fa,996_1,0.050000000000000044,average,fastANI,996
WalshAM_2020__ERS3466776__bin.6.fa,996_1,0.050000000000000044,average,fastANI,996
WolfeBE_2014__365_Stichelton__bin.8.fa,996_1,0.050000000000000044,average,fastANI,996
WolfeBE_2014__671_Grayson__bin.9.fa,996_1,0.050000000000000044,average,fastANI,996
WolfeBE_2014__679_Raclette__bin.6.fa,996_1,0.050000000000000044,average,fastANI,996
WolfeBE_2014__917_Abondance__bin.7.fa,996_1,0.050000000000000044,average,fastANI,996
WolfeBE_2014__950_Rush_Creek__bin.3.fa,996_1,0.050000000000000044,average,fastANI,996
MASTER_WP4_FFoQSI_3__VB14-22__bin.47.fa,996_2,0.050000000000000044,average,fastANI,996
AlvarezOrdonezA_xxxx__Q07-22__bin.5.fa,997_1,0.050000000000000044,average,fastANI,997
MASTER_WP4_TEAGASC_1__TGS08-29__bin.73.fa,997_1,0.050000000000000044,average,fastANI,997
MASTER_WP4_TEAGASC_1__TGS11-22__bin.20.fa,997_1,0.050000000000000044,average,fastANI,997
MASTER_WP4_TEAGASC_1__TGS13-22__bin.7.fa,997_2,0.050000000000000044,average,fastANI,997
MASTER_WP4_TEAGASC_1__TGS01-22__bin.14.fa,998_0,0.050000000000000044,average,fastANI,998
AlvarezOrdonezA_xxxx__Q06-22__bin.1.fa,999_0,0.050000000000000044,average,fastANI,999
MASTER_WP4_CSIC_1__P2134_73322__bin.2.fa,1000_0,0.050000000000000044,average,fastANI,1000
158.fa,1001_1,0.050000000000000044,average,fastANI,1001
FalardeauJ_2023__SRR20811131__bin.13.fa,1001_1,0.050000000000000044,average,fastANI,1001
FalardeauJ_2023__SRR20811132__bin.7.fa,1001_1,0.050000000000000044,average,fastANI,1001
FalardeauJ_2023__SRR20811293__bin.2.fa,1001_1,0.050000000000000044,average,fastANI,1001
MAG_434.fa,1001_1,0.050000000000000044,average,fastANI,1001
MAG_642.fa,1001_1,0.050000000000000044,average,fastANI,1001
